;Cidades;YEAR_MONTH;YEAR;MONTH;QUARTER;Temp_Median_Max;Temp_Median_Min;Temp_Mean_Max;Temp_Mean_Min
1630;Ilha do Faial;202111;2021;11;4;17,0;13,0;16,4;13,13
1631;Ilha do Faial;202112;2021;12;4;15,0;12,0;15,43;12,3
1632;Ilha do Pico;202101;2021;01;1;16,0;14,0;15,55;13,29
1633;Ilha do Pico;202102;2021;02;1;14,0;11,0;13,79;10,11
1634;Ilha do Pico;202103;2021;03;1;15,0;13,0;14,55;12,39
1635;Ilha do Pico;202104;2021;04;2;15,5;13,5;15,83;12,63
1636;Ilha do Pico;202105;2021;05;2;17,0;14,0;16,97;13,45
1637;Ilha do Pico;202106;2021;06;2;19,5;15,0;19,3;14,87
1638;Ilha do Pico;202107;2021;07;3;21,0;17,0;21,1;16,81
1639;Ilha do Pico;202108;2021;08;3;23,0;20,0;22,61;18,74
1640;Ilha do Pico;202109;2021;09;3;21,5;19,0;21,57;18,8
1641;Ilha do Pico;202110;2021;10;4;21,0;19,0;21,23;19,32
1642;Ilha do Pico;202111;2021;11;4;19,0;17,0;18,77;17,13
1643;Ilha do Pico;202112;2021;12;4;17,0;14,5;16,5;14,57
1644;Ilhavo;202101;2021;01;1;13,0;6,0;12,52;6,74
1645;Ilhavo;202102;2021;02;1;14,5;10,0;14,71;9,25
1646;Ilhavo;202103;2021;03;1;17,0;9,0;17,23;9,48
1647;Ilhavo;202104;2021;04;2;19,0;12,0;18,57;11,5
1648;Ilhavo;202105;2021;05;2;19,0;12,0;18,65;12,23
1649;Ilhavo;202106;2021;06;2;21,5;15,0;21,1;14,9
1650;Ilhavo;202107;2021;07;3;22,0;16,0;23,0;15,9
1651;Ilhavo;202108;2021;08;3;24,0;16,0;24,0;16,16
1652;Ilhavo;202109;2021;09;3;24,5;16,0;24,37;16,13
1653;Ilhavo;202110;2021;10;4;22,0;15,0;21,97;14,71
1654;Ilhavo;202111;2021;11;4;17,5;10,0;17,23;9,9
1655;Ilhavo;202112;2021;12;4;16,0;11,0;16,37;11,07
1656;Lagoa;202101;2021;01;1;16,0;14,0;15,55;13,29
1657;Lagoa;202102;2021;02;1;14,0;11,0;13,79;10,11
1658;Lagoa;202103;2021;03;1;15,0;13,0;14,55;12,39
1659;Lagoa;202104;2021;04;2;15,5;13,5;15,83;12,63
1660;Lagoa;202105;2021;05;2;17,0;14,0;16,97;13,45
1661;Lagoa;202106;2021;06;2;19,5;15,0;19,3;14,87
1662;Lagoa;202107;2021;07;3;21,0;17,0;21,1;16,81
1663;Lagoa;202108;2021;08;3;23,0;20,0;22,61;18,74
1664;Lagoa;202109;2021;09;3;21,5;19,0;21,57;18,8
1665;Lagoa;202110;2021;10;4;21,0;19,0;21,23;19,32
1666;Lagoa;202111;2021;11;4;19,0;17,0;18,77;17,13
1667;Lagoa;202112;2021;12;4;17,0;14,5;16,5;14,57
1668;Lagoa [R.A.A.];202101;2021;01;1;16,0;14,0;15,55;13,29
1669;Lagoa [R.A.A.];202102;2021;02;1;14,0;11,0;13,79;10,11
1670;Lagoa [R.A.A.];202103;2021;03;1;15,0;13,0;14,55;12,39
1671;Lagoa [R.A.A.];202104;2021;04;2;15,5;13,5;15,83;12,63
1672;Lagoa [R.A.A.];202105;2021;05;2;17,0;14,0;16,97;13,45
1673;Lagoa [R.A.A.];202106;2021;06;2;19,5;15,0;19,3;14,87
1674;Lagoa [R.A.A.];202107;2021;07;3;21,0;17,0;21,1;16,81
1675;Lagoa [R.A.A.];202108;2021;08;3;23,0;20,0;22,61;18,74
1676;Lagoa [R.A.A.];202109;2021;09;3;21,5;19,0;21,57;18,8
1677;Lagoa [R.A.A.];202110;2021;10;4;21,0;19,0;21,23;19,32
1678;Lagoa [R.A.A.];202111;2021;11;4;19,0;17,0;18,77;17,13
1679;Lagoa [R.A.A.];202112;2021;12;4;17,0;14,5;16,5;14,57
1680;Lagos;202101;2021;01;1;14,0;9,0;13,94;9,48
1681;Lagos;202102;2021;02;1;16,0;13,0;15,54;12,43
1682;Lagos;202103;2021;03;1;17,0;11,0;17,0;11,58
1683;Lagos;202104;2021;04;2;18,5;14,0;18,4;13,83
1684;Lagos;202105;2021;05;2;21,0;14,0;21,0;14,26
1685;Lagos;202106;2021;06;2;22,0;16,0;22,43;15,9
1686;Lagos;202107;2021;07;3;25,0;17,0;24,48;17,26
1687;Lagos;202108;2021;08;3;26,0;18,0;25,9;18,29
1688;Lagos;202109;2021;09;3;26,0;19,0;26,2;18,7
1689;Lagos;202110;2021;10;4;24,0;18,0;24,26;17,35
1690;Lagos;202111;2021;11;4;19,5;13,0;19,0;12,97
1691;Lagos;202112;2021;12;4;18,0;14,0;17,93;13,27
1692;Lajes das Flores;202101;2021;01;1;17,0;11,0;16,55;11,42
1693;Lajes das Flores;202102;2021;02;1;15,0;9,0;14,75;8,93
1694;Lajes das Flores;202103;2021;03;1;16,0;10,0;15,42;10,52
1695;Lajes das Flores;202104;2021;04;2;16,0;10,0;16,2;11,07
1696;Lajes das Flores;202105;2021;05;2;17,0;11,0;17,13;12,19
1697;Lajes das Flores;202106;2021;06;2;20,0;14,0;19,6;14,33
1698;Lajes das Flores;202107;2021;07;3;21,0;15,0;21,35;16,16
1699;Lajes das Flores;202108;2021;08;3;23,0;17,0;22,61;17,52
1700;Lajes das Flores;202109;2021;09;3;21,0;20,0;21,33;19,1
1701;Lajes das Flores;202110;2021;10;4;21,0;20,0;21,06;20,06
1702;Lajes das Flores;202111;2021;11;4;19,5;18,5;19,37;18,23
1703;Lajes das Flores;202112;2021;12;4;17,5;16,0;16,93;15,47
1704;Lajes do Pico;202101;2021;01;1;16,0;14,0;15,55;13,29
1705;Lajes do Pico;202102;2021;02;1;14,0;11,0;13,79;10,11
1706;Lajes do Pico;202103;2021;03;1;15,0;13,0;14,55;12,39
1707;Lajes do Pico;202104;2021;04;2;15,5;13,5;15,83;12,63
1708;Lajes do Pico;202105;2021;05;2;17,0;14,0;16,97;13,45
1709;Lajes do Pico;202106;2021;06;2;19,5;15,0;19,3;14,87
1710;Lajes do Pico;202107;2021;07;3;21,0;17,0;21,1;16,81
1711;Lajes do Pico;202108;2021;08;3;23,0;20,0;22,61;18,74
1712;Lajes do Pico;202109;2021;09;3;21,5;19,0;21,57;18,8
1713;Lajes do Pico;202110;2021;10;4;21,0;19,0;21,23;19,32
1714;Lajes do Pico;202111;2021;11;4;19,0;17,0;18,77;17,13
1715;Lajes do Pico;202112;2021;12;4;17,0;14,5;16,5;14,57
1716;Lamego;202101;2021;01;1;9,0;2,0;8,77;3,03
1717;Lamego;202102;2021;02;1;12,0;7,0;11,43;6,11
1718;Lamego;202103;2021;03;1;16,0;6,0;16,13;6,39
1719;Lamego;202104;2021;04;2;17,0;9,0;17,47;8,67
1720;Lamego;202105;2021;05;2;20,0;9,0;20,03;9,68
1721;Lamego;202106;2021;06;2;26,0;14,0;25,07;13,97
1722;Lamego;202107;2021;07;3;29,0;16,0;28,9;15,81
1723;Lamego;202108;2021;08;3;31,0;16,0;30,9;16,61
1724;Lamego;202109;2021;09;3;25,0;15,0;25,0;15,17
1725;Lamego;202110;2021;10;4;20,0;13,0;21,06;12,55
1726;Lamego;202111;2021;11;4;14,0;6,0;13,77;6,4
1727;Lamego;202112;2021;12;4;12,0;7,0;11,9;6,97
1728;Leiria;202101;2021;01;1;12,0;5,0;12,19;5,48
1729;Leiria;202102;2021;02;1;15,0;9,0;14,68;8,71
1730;Leiria;202103;2021;03;1;16,0;8,0;17,39;8,23
1731;Leiria;202104;2021;04;2;19,0;11,0;18,8;10,43
1732;Leiria;202105;2021;05;2;20,0;11,0;19,87;10,74
1733;Leiria;202106;2021;06;2;22,5;13,0;22,57;13,1
1734;Leiria;202107;2021;07;3;24,0;15,0;24,61;15,06
1735;Leiria;202108;2021;08;3;26,0;15,0;26,29;15,16
1736;Leiria;202109;2021;09;3;26,0;15,0;25,83;15,43
1737;Leiria;202110;2021;10;4;23,0;14,0;23,48;14,35
1738;Leiria;202111;2021;11;4;18,0;9,0;17,43;9,07
1739;Leiria;202112;2021;12;4;16,5;11,0;16,2;10,37
1740;Leziria do Tejo;202101;2021;01;1;12,0;3,0;12,45;4,35
1741;Leziria do Tejo;202102;2021;02;1;16,0;8,0;15,0;8,0
1742;Leziria do Tejo;202103;2021;03;1;18,0;6,0;17,94;6,0
1743;Leziria do Tejo;202104;2021;04;2;20,0;10,0;20,33;10,1
1744;Leziria do Tejo;202105;2021;05;2;25,0;11,0;24,42;10,61
1745;Leziria do Tejo;202106;2021;06;2;30,0;13,0;28,73;13,07
1746;Leziria do Tejo;202107;2021;07;3;31,0;14,0;31,97;14,71
1747;Leziria do Tejo;202108;2021;08;3;33,0;14,0;34,19;14,55
1748;Leziria do Tejo;202109;2021;09;3;29,0;15,0;28,6;15,43
1749;Leziria do Tejo;202110;2021;10;4;27,0;14,0;26,16;14,26
1750;Leziria do Tejo;202111;2021;11;4;17,0;7,0;16,47;6,93
1751;Leziria do Tejo;202112;2021;12;4;17,0;9,0;16,63;9,17
1752;Lisboa;202101;2021;01;1;14,0;8,0;13,13;8,52
1753;Lisboa;202102;2021;02;1;16,0;11,5;15,57;10,79
1754;Lisboa;202103;2021;03;1;17,0;10,0;17,81;10,52
1755;Lisboa;202104;2021;04;2;19,0;13,0;19,07;12,63
1756;Lisboa;202105;2021;05;2;22,0;14,0;21,65;13,71
1757;Lisboa;202106;2021;06;2;24,0;16,0;23,73;16,0
1758;Lisboa;202107;2021;07;3;25,0;17,0;25,81;17,35
1759;Lisboa;202108;2021;08;3;27,0;18,0;27,13;17,81
1760;Lisboa;202109;2021;09;3;27,0;18,0;26,93;18,13
1761;Lisboa;202110;2021;10;4;25,0;17,0;24,68;16,97
1762;Lisboa;202111;2021;11;4;20,0;12,0;18,7;11,6
1763;Lisboa;202112;2021;12;4;17,0;12,0;17,2;12,17
1764;Loule;202101;2021;01;1;13,0;7,0;12,87;8,06
1765;Loule;202102;2021;02;1;15,5;11,5;15,07;11,07
1766;Loule;202103;2021;03;1;17,0;11,0;17,06;10,65
1767;Loule;202104;2021;04;2;19,0;13,0;18,57;12,33
1768;Loule;202105;2021;05;2;24,0;14,0;23,13;13,97
