;Cidades;YEAR_MONTH;YEAR;MONTH;QUARTER;Temp_Median_Max;Temp_Median_Min;Temp_Mean_Max;Temp_Mean_Min
3038;Salvaterra de Magos;202103;2021;03;1;17,0;8,0;17,58;8,52
3039;Salvaterra de Magos;202104;2021;04;2;20,0;11,0;19,6;11,3
3040;Salvaterra de Magos;202105;2021;05;2;22,0;12,0;22,13;12,32
3041;Salvaterra de Magos;202106;2021;06;2;26,0;14,0;25,17;14,57
3042;Salvaterra de Magos;202107;2021;07;3;27,0;16,0;27,61;16,29
3043;Salvaterra de Magos;202108;2021;08;3;29,0;16,0;29,45;16,52
3044;Salvaterra de Magos;202109;2021;09;3;28,5;17,0;27,77;16,93
3045;Salvaterra de Magos;202110;2021;10;4;25,0;16,0;25,68;15,48
3046;Salvaterra de Magos;202111;2021;11;4;19,0;10,0;18,53;9,67
3047;Salvaterra de Magos;202112;2021;12;4;17,0;11,0;17,23;10,63
3048;Santa Comba Dao;202101;2021;01;1;10,0;2,0;9,77;3,39
3049;Santa Comba Dao;202102;2021;02;1;11,0;6,5;11,46;6,32
3050;Santa Comba Dao;202103;2021;03;1;16,0;8,0;16,06;7,58
3051;Santa Comba Dao;202104;2021;04;2;18,0;9,5;17,03;9,2
3052;Santa Comba Dao;202105;2021;05;2;20,0;10,0;19,42;9,87
3053;Santa Comba Dao;202106;2021;06;2;24,5;14,5;23,13;13,57
3054;Santa Comba Dao;202107;2021;07;3;27,0;15,0;26,87;15,03
3055;Santa Comba Dao;202108;2021;08;3;29,0;15,0;29,26;15,42
3056;Santa Comba Dao;202109;2021;09;3;25,0;15,0;25,1;14,37
3057;Santa Comba Dao;202110;2021;10;4;22,0;13,0;21,97;12,94
3058;Santa Comba Dao;202111;2021;11;4;16,0;7,0;15,37;6,87
3059;Santa Comba Dao;202112;2021;12;4;13,5;8,0;13,27;7,7
3060;Santa Cruz;202101;2021;01;1;8,0;-2,0;8,29;-0,61
3061;Santa Cruz;202102;2021;02;1;10,5;3,0;10,5;2,79
3062;Santa Cruz;202103;2021;03;1;15,0;2,0;15,29;1,94
3063;Santa Cruz;202104;2021;04;2;16,0;6,0;16,47;5,03
3064;Santa Cruz;202105;2021;05;2;20,0;6,0;19,39;6,39
3065;Santa Cruz;202106;2021;06;2;25,0;11,0;24,87;10,77
3066;Santa Cruz;202107;2021;07;3;30,0;13,0;29,87;12,58
3067;Santa Cruz;202108;2021;08;3;32,0;13,0;31,84;13,19
3068;Santa Cruz;202109;2021;09;3;24,0;12,0;23,93;12,17
3069;Santa Cruz;202110;2021;10;4;20,0;9,0;20,13;8,71
3070;Santa Cruz;202111;2021;11;4;13,5;3,0;12,83;2,83
3071;Santa Cruz;202112;2021;12;4;11,0;3,5;10,87;3,67
3072;Santa Cruz da Graciosa;202101;2021;01;1;16,0;14,0;15,55;13,29
3073;Santa Cruz da Graciosa;202102;2021;02;1;14,0;11,0;13,79;10,11
3074;Santa Cruz da Graciosa;202103;2021;03;1;15,0;13,0;14,55;12,39
3075;Santa Cruz da Graciosa;202104;2021;04;2;15,5;13,5;15,83;12,63
3076;Santa Cruz da Graciosa;202105;2021;05;2;17,0;14,0;16,97;13,45
3077;Santa Cruz da Graciosa;202106;2021;06;2;19,5;15,0;19,3;14,87
3078;Santa Cruz da Graciosa;202107;2021;07;3;21,0;17,0;21,1;16,81
3079;Santa Cruz da Graciosa;202108;2021;08;3;23,0;20,0;22,61;18,74
3080;Santa Cruz da Graciosa;202109;2021;09;3;21,5;19,0;21,57;18,8
3081;Santa Cruz da Graciosa;202110;2021;10;4;21,0;19,0;21,23;19,32
3082;Santa Cruz da Graciosa;202111;2021;11;4;19,0;17,0;18,77;17,13
3083;Santa Cruz da Graciosa;202112;2021;12;4;17,0;14,5;16,5;14,57
3084;Santa Cruz das Flores;202101;2021;01;1;17,0;11,0;16,55;11,42
3085;Santa Cruz das Flores;202102;2021;02;1;15,0;9,0;14,75;8,93
3086;Santa Cruz das Flores;202103;2021;03;1;16,0;10,0;15,42;10,52
3087;Santa Cruz das Flores;202104;2021;04;2;16,0;10,0;16,2;11,07
3088;Santa Cruz das Flores;202105;2021;05;2;17,0;11,0;17,13;12,19
3089;Santa Cruz das Flores;202106;2021;06;2;20,0;14,0;19,6;14,33
3090;Santa Cruz das Flores;202107;2021;07;3;21,0;15,0;21,35;16,16
3091;Santa Cruz das Flores;202108;2021;08;3;23,0;17,0;22,61;17,52
3092;Santa Cruz das Flores;202109;2021;09;3;21,0;20,0;21,33;19,1
3093;Santa Cruz das Flores;202110;2021;10;4;21,0;20,0;21,06;20,06
3094;Santa Cruz das Flores;202111;2021;11;4;19,5;18,5;19,37;18,23
3095;Santa Cruz das Flores;202112;2021;12;4;17,5;16,0;16,93;15,47
3096;Santa Maria da Feira;202101;2021;01;1;10,0;-2,0;9,61;-0,03
3097;Santa Maria da Feira;202102;2021;02;1;11,0;4,0;11,68;3,29
3098;Santa Maria da Feira;202103;2021;03;1;16,0;4,0;15,84;3,58
3099;Santa Maria da Feira;202104;2021;04;2;17,5;6,0;17,3;6,1
3100;Santa Maria da Feira;202105;2021;05;2;21,0;7,0;21,03;7,39
3101;Santa Maria da Feira;202106;2021;06;2;26,5;11,5;26,07;11,53
3102;Santa Maria da Feira;202107;2021;07;3;31,0;13,0;30,58;13,39
3103;Santa Maria da Feira;202108;2021;08;3;33,0;14,0;33,0;14,23
3104;Santa Maria da Feira;202109;2021;09;3;27,0;12,0;26,17;12,33
3105;Santa Maria da Feira;202110;2021;10;4;23,0;11,0;22,9;10,55
3106;Santa Maria da Feira;202111;2021;11;4;15,0;4,0;14,5;3,4
3107;Santa Maria da Feira;202112;2021;12;4;13,0;5,0;13,13;4,83
3108;Santa Marta de Penaguiao;202101;2021;01;1;9,0;2,0;8,77;3,03
3109;Santa Marta de Penaguiao;202102;2021;02;1;12,0;7,0;11,43;6,11
3110;Santa Marta de Penaguiao;202103;2021;03;1;16,0;6,0;16,13;6,39
3111;Santa Marta de Penaguiao;202104;2021;04;2;17,0;9,0;17,47;8,67
3112;Santa Marta de Penaguiao;202105;2021;05;2;20,0;9,0;20,03;9,68
3113;Santa Marta de Penaguiao;202106;2021;06;2;26,0;14,0;25,07;13,97
3114;Santa Marta de Penaguiao;202107;2021;07;3;29,0;16,0;28,9;15,81
3115;Santa Marta de Penaguiao;202108;2021;08;3;31,0;16,0;30,9;16,61
3116;Santa Marta de Penaguiao;202109;2021;09;3;25,0;15,0;25,0;15,17
3117;Santa Marta de Penaguiao;202110;2021;10;4;20,0;13,0;21,06;12,55
3118;Santa Marta de Penaguiao;202111;2021;11;4;14,0;6,0;13,77;6,4
3119;Santa Marta de Penaguiao;202112;2021;12;4;12,0;7,0;11,9;6,97
3120;Santana;202101;2021;01;1;13,0;8,0;13,0;8,35
3121;Santana;202102;2021;02;1;14,5;9,0;13,57;9,25
3122;Santana;202103;2021;03;1;13,0;9,0;13,19;8,65
3123;Santana;202104;2021;04;2;15,0;11,0;15,33;10,83
3124;Santana;202105;2021;05;2;17,0;12,0;18,03;12,23
3125;Santana;202106;2021;06;2;19,0;13,0;19,0;12,5
3126;Santana;202107;2021;07;3;25,0;18,0;24,19;17,65
3127;Santana;202108;2021;08;3;23,0;16,0;23,39;17,0
3128;Santana;202109;2021;09;3;22,0;16,0;21,93;16,2
3129;Santana;202110;2021;10;4;21,0;15,0;21,13;15,68
3130;Santana;202111;2021;11;4;17,0;13,0;16,4;13,13
3131;Santana;202112;2021;12;4;15,0;12,0;15,43;12,3
3132;Santarem;202101;2021;01;1;13,0;3,0;12,81;5,23
3133;Santarem;202102;2021;02;1;17,0;9,0;15,54;8,43
3134;Santarem;202103;2021;03;1;18,0;8,0;18,58;8,06
3135;Santarem;202104;2021;04;2;20,5;11,0;20,2;10,63
3136;Santarem;202105;2021;05;2;23,0;12,0;23,16;11,48
3137;Santarem;202106;2021;06;2;28,0;14,0;26,67;13,87
3138;Santarem;202107;2021;07;3;29,0;15,0;30,06;15,26
3139;Santarem;202108;2021;08;3;31,0;15,0;32,03;15,29
3140;Santarem;202109;2021;09;3;29,0;16,0;28,77;16,2
3141;Santarem;202110;2021;10;4;26,0;15,0;26,52;14,65
3142;Santarem;202111;2021;11;4;19,0;9,0;18,7;8,8
3143;Santarem;202112;2021;12;4;18,0;10,0;17,7;10,1
3144;Santiago do Cacem;202101;2021;01;1;13,0;8,0;13,03;8,84
3145;Santiago do Cacem;202102;2021;02;1;15,5;12,0;15,25;11,61
3146;Santiago do Cacem;202103;2021;03;1;16,0;11,0;16,71;11,16
3147;Santiago do Cacem;202104;2021;04;2;18,0;14,0;17,9;13,57
3148;Santiago do Cacem;202105;2021;05;2;19,0;14,0;19,52;14,39
3149;Santiago do Cacem;202106;2021;06;2;20,0;16,0;20,57;15,73
3150;Santiago do Cacem;202107;2021;07;3;22,0;17,0;22,13;16,84
3151;Santiago do Cacem;202108;2021;08;3;23,0;17,0;23,26;17,45
3152;Santiago do Cacem;202109;2021;09;3;25,0;18,0;24,53;18,3
3153;Santiago do Cacem;202110;2021;10;4;23,0;17,0;22,74;17,13
3154;Santiago do Cacem;202111;2021;11;4;19,0;13,0;18,53;12,77
3155;Santiago do Cacem;202112;2021;12;4;17,0;13,0;17,43;13,07
3156;Santo Tirso;202101;2021;01;1;13,0;6,0;12,52;5,84
3157;Santo Tirso;202102;2021;02;1;14,0;9,5;14,5;8,64
3158;Santo Tirso;202103;2021;03;1;18,0;9,0;18,45;9,23
3159;Santo Tirso;202104;2021;04;2;19,5;12,0;19,47;10,77
3160;Santo Tirso;202105;2021;05;2;20,0;12,0;20,32;11,48
3161;Santo Tirso;202106;2021;06;2;24,5;15,5;24,13;15,17
3162;Santo Tirso;202107;2021;07;3;26,0;16,0;26,84;16,55
3163;Santo Tirso;202108;2021;08;3;28,0;17,0;28,39;16,97
3164;Santo Tirso;202109;2021;09;3;26,0;16,0;25,6;15,6
3165;Santo Tirso;202110;2021;10;4;23,0;15,0;23,0;14,06
3166;Santo Tirso;202111;2021;11;4;17,5;8,0;17,03;8,5
3167;Santo Tirso;202112;2021;12;4;15,0;10,0;15,13;9,67
3168;Sao Bras de Alportel;202101;2021;01;1;13,0;8,0;12,81;8,03
3169;Sao Bras de Alportel;202102;2021;02;1;15,0;11,5;14,96;11,04
3170;Sao Bras de Alportel;202103;2021;03;1;17,0;11,0;16,81;10,68
3171;Sao Bras de Alportel;202104;2021;04;2;18,0;13,0;18,43;12,77
3172;Sao Bras de Alportel;202105;2021;05;2;24,0;14,0;23,23;14,13
3173;Sao Bras de Alportel;202106;2021;06;2;26,0;16,0;25,1;16,47
3174;Sao Bras de Alportel;202107;2021;07;3;29,0;18,0;29,1;18,23
3175;Sao Bras de Alportel;202108;2021;08;3;29,0;19,0;29,77;19,58
3176;Sao Bras de Alportel;202109;2021;09;3;28,0;19,0;27,43;18,73
3177;Sao Bras de Alportel;202110;2021;10;4;26,0;18,0;25,19;17,29
3178;Sao Bras de Alportel;202111;2021;11;4;19,0;11,5;18,67;11,17
3179;Sao Bras de Alportel;202112;2021;12;4;17,0;11,5;17,27;11,37
3180;Sao Joao da Madeira;202101;2021;01;1;13,0;6,0;12,61;7,06
3181;Sao Joao da Madeira;202102;2021;02;1;14,5;10,0;14,79;9,11
3182;Sao Joao da Madeira;202103;2021;03;1;17,0;10,0;17,94;10,26
3183;Sao Joao da Madeira;202104;2021;04;2;19,0;12,0;18,93;11,73
3184;Sao Joao da Madeira;202105;2021;05;2;19,0;12,0;19,39;12,39
3185;Sao Joao da Madeira;202106;2021;06;2;22,5;15,5;22,23;15,43
3186;Sao Joao da Madeira;202107;2021;07;3;23,0;16,0;24,39;16,68
3187;Sao Joao da Madeira;202108;2021;08;3;25,0;17,0;25,71;17,19
3188;Sao Joao da Madeira;202109;2021;09;3;24,0;16,0;24,7;16,2
3189;Sao Joao da Madeira;202110;2021;10;4;23,0;15,0;22,48;14,97
3190;Sao Joao da Madeira;202111;2021;11;4;17,0;10,0;17,2;9,63
3191;Sao Joao da Madeira;202112;2021;12;4;16,0;11,0;15,83;10,7
3192;Sao Joao da Pesqueira;202101;2021;01;1;9,0;2,0;8,77;3,03
3193;Sao Joao da Pesqueira;202102;2021;02;1;12,0;7,0;11,43;6,11
3194;Sao Joao da Pesqueira;202103;2021;03;1;16,0;6,0;16,13;6,39
3195;Sao Joao da Pesqueira;202104;2021;04;2;17,0;9,0;17,47;8,67
3196;Sao Joao da Pesqueira;202105;2021;05;2;20,0;9,0;20,03;9,68
3197;Sao Joao da Pesqueira;202106;2021;06;2;26,0;14,0;25,07;13,97
3198;Sao Joao da Pesqueira;202107;2021;07;3;29,0;16,0;28,9;15,81
3199;Sao Joao da Pesqueira;202108;2021;08;3;31,0;16,0;30,9;16,61
3200;Sao Joao da Pesqueira;202109;2021;09;3;25,0;15,0;25,0;15,17
3201;Sao Joao da Pesqueira;202110;2021;10;4;20,0;13,0;21,06;12,55
3202;Sao Joao da Pesqueira;202111;2021;11;4;14,0;6,0;13,77;6,4
3203;Sao Joao da Pesqueira;202112;2021;12;4;12,0;7,0;11,9;6,97
3204;Sao Paulo;202101;2021;01;1;27,0;19,0;26,42;18,97
3205;Sao Paulo;202102;2021;02;1;26,0;19,0;26,36;18,25
3206;Sao Paulo;202103;2021;03;1;26,0;18,0;26,06;18,0
3207;Sao Paulo;202104;2021;04;2;27,0;15,5;26,57;15,4
3208;Sao Paulo;202105;2021;05;2;28,0;15,0;27,03;14,94
3209;Sao Paulo;202106;2021;06;2;27,0;15,5;26,1;14,87
3210;Sao Paulo;202107;2021;07;3;27,0;12,0;26,06;12,0
3211;Sao Paulo;202108;2021;08;3;30,0;16,0;29,74;15,81
3212;Sao Paulo;202109;2021;09;3;38,0;19,0;37,63;19,53
3213;Sao Paulo;202110;2021;10;4;26,0;18,0;27,71;18,06
3214;Sao Paulo;202111;2021;11;4;29,0;18,0;27,8;17,7
3215;Sao Paulo;202112;2021;12;4;28,5;17,5;27,43;16,97
3216;Sao Pedro do Sul;202101;2021;01;1;10,0;1,0;10,23;2,84
3217;Sao Pedro do Sul;202102;2021;02;1;12,0;6,0;12,04;5,43
3218;Sao Pedro do Sul;202103;2021;03;1;16,0;6,0;16,68;5,87
3219;Sao Pedro do Sul;202104;2021;04;2;19,0;8,5;18,03;8,2
3220;Sao Pedro do Sul;202105;2021;05;2;21,0;9,0;20,84;9,23
3221;Sao Pedro do Sul;202106;2021;06;2;27,0;13,0;25,33;13,17
3222;Sao Pedro do Sul;202107;2021;07;3;30,0;14,0;29,65;14,39
3223;Sao Pedro do Sul;202108;2021;08;3;32,0;15,0;32,23;14,74
3224;Sao Pedro do Sul;202109;2021;09;3;26,0;14,0;26,07;13,97
3225;Sao Pedro do Sul;202110;2021;10;4;22,0;12,0;22,26;11,84
3226;Sao Pedro do Sul;202111;2021;11;4;15,0;6,0;15,03;5,83
3227;Sao Pedro do Sul;202112;2021;12;4;13,5;7,0;13,4;7,0
3228;Sao Roque do Pico;202101;2021;01;1;16,0;14,0;15,55;13,29
3229;Sao Roque do Pico;202102;2021;02;1;14,0;11,0;13,79;10,11
3230;Sao Roque do Pico;202103;2021;03;1;15,0;13,0;14,55;12,39
3231;Sao Roque do Pico;202104;2021;04;2;15,5;13,5;15,83;12,63
3232;Sao Roque do Pico;202105;2021;05;2;17,0;14,0;16,97;13,45
3233;Sao Roque do Pico;202106;2021;06;2;19,5;15,0;19,3;14,87
3234;Sao Roque do Pico;202107;2021;07;3;21,0;17,0;21,1;16,81
3235;Sao Roque do Pico;202108;2021;08;3;23,0;20,0;22,61;18,74
3236;Sao Roque do Pico;202109;2021;09;3;21,5;19,0;21,57;18,8
3237;Sao Roque do Pico;202110;2021;10;4;21,0;19,0;21,23;19,32
3238;Sao Roque do Pico;202111;2021;11;4;19,0;17,0;18,77;17,13
3239;Sao Roque do Pico;202112;2021;12;4;17,0;14,5;16,5;14,57
3240;Sao Vicente;202101;2021;01;1;12,0;3,0;11,58;4,13
3241;Sao Vicente;202102;2021;02;1;13,0;7,0;13,57;7,21
3242;Sao Vicente;202103;2021;03;1;18,0;7,0;18,13;6,9
3243;Sao Vicente;202104;2021;04;2;19,0;9,0;18,87;9,47
3244;Sao Vicente;202105;2021;05;2;20,0;10,0;20,35;9,48
3245;Sao Vicente;202106;2021;06;2;25,5;13,5;24,8;13,2
3246;Sao Vicente;202107;2021;07;3;29,0;14,0;28,23;14,42
3247;Sao Vicente;202108;2021;08;3;30,0;15,0;30,19;14,94
3248;Sao Vicente;202109;2021;09;3;27,0;14,0;26,5;14,2
3249;Sao Vicente;202110;2021;10;4;23,0;13,0;23,0;12,55
3250;Sao Vicente;202111;2021;11;4;17,0;7,0;16,4;7,0
3251;Sao Vicente;202112;2021;12;4;14,5;8,0;14,33;8,4
3252;Sardoal;202101;2021;01;1;12,0;3,0;12,45;4,35
3253;Sardoal;202102;2021;02;1;16,0;8,0;15,0;8,0
3254;Sardoal;202103;2021;03;1;19,0;7,0;19,35;7,52
3255;Sardoal;202104;2021;04;2;20,0;10,0;20,33;10,1
3256;Sardoal;202105;2021;05;2;25,0;11,0;24,42;10,61
3257;Sardoal;202106;2021;06;2;30,0;13,0;28,73;13,07
3258;Sardoal;202107;2021;07;3;31,0;14,0;31,97;14,71
3259;Sardoal;202108;2021;08;3;33,0;14,0;34,19;14,55
3260;Sardoal;202109;2021;09;3;29,0;15,0;28,6;15,43
3261;Sardoal;202110;2021;10;4;27,0;14,0;26,16;14,26
3262;Sardoal;202111;2021;11;4;18,0;9,0;17,7;8,2
3263;Sardoal;202112;2021;12;4;17,0;9,0;16,63;9,17
3264;Satao;202101;2021;01;1;10,0;1,0;10,23;2,84
3265;Satao;202102;2021;02;1;12,0;6,0;12,04;5,43
3266;Satao;202103;2021;03;1;16,0;6,0;16,68;5,87
3267;Satao;202104;2021;04;2;19,0;8,5;18,03;8,2
3268;Satao;202105;2021;05;2;21,0;9,0;20,84;9,23
3269;Satao;202106;2021;06;2;27,0;13,0;25,33;13,17
3270;Satao;202107;2021;07;3;30,0;14,0;29,65;14,39
3271;Satao;202108;2021;08;3;32,0;15,0;32,23;14,74
3272;Satao;202109;2021;09;3;26,0;14,0;26,07;13,97
3273;Satao;202110;2021;10;4;22,0;12,0;22,26;11,84
3274;Satao;202111;2021;11;4;15,0;6,0;15,03;5,83
3275;Satao;202112;2021;12;4;13,5;7,0;13,4;7,0
3276;Seia;202101;2021;01;1;10,0;-2,0;9,61;-0,03
3277;Seia;202102;2021;02;1;11,0;4,0;11,68;3,29
3278;Seia;202103;2021;03;1;16,0;4,0;15,84;3,58
3279;Seia;202104;2021;04;2;17,5;6,0;17,3;6,1
3280;Seia;202105;2021;05;2;21,0;7,0;21,03;7,39
3281;Seia;202106;2021;06;2;26,5;11,5;26,07;11,53
3282;Seia;202107;2021;07;3;31,0;13,0;30,58;13,39
3283;Seia;202108;2021;08;3;33,0;14,0;33,0;14,23
3284;Seia;202109;2021;09;3;27,0;12,0;26,17;12,33
3285;Seia;202110;2021;10;4;23,0;11,0;22,9;10,55
3286;Seia;202111;2021;11;4;15,0;4,0;14,5;3,4
3287;Seia;202112;2021;12;4;13,0;5,0;13,13;4,83
3288;Seixal;202101;2021;01;1;14,0;8,0;13,39;7,42
3289;Seixal;202102;2021;02;1;15,0;11,0;15,21;9,93
3290;Seixal;202103;2021;03;1;16,0;9,0;16,97;9,45
3291;Seixal;202104;2021;04;2;18,0;12,0;18,07;12,0
3292;Seixal;202105;2021;05;2;22,0;12,0;22,61;12,16
3293;Seixal;202106;2021;06;2;21,0;14,0;21,23;14,53
3294;Seixal;202107;2021;07;3;23,0;16,0;23,55;16,13
3295;Seixal;202108;2021;08;3;25,0;16,0;25,13;16,39
3296;Seixal;202109;2021;09;3;26,0;17,0;25,63;17,07
3297;Seixal;202110;2021;10;4;24,0;16,0;23,61;15,81
3298;Seixal;202111;2021;11;4;18,0;11,0;17,87;11,03
3299;Seixal;202112;2021;12;4;17,0;12,0;16,9;11,97
3300;Sernancelhe;202101;2021;01;1;10,0;1,0;10,23;2,84
3301;Sernancelhe;202102;2021;02;1;12,0;6,0;12,04;5,43
3302;Sernancelhe;202103;2021;03;1;16,0;6,0;16,68;5,87
3303;Sernancelhe;202104;2021;04;2;19,0;8,5;18,03;8,2
3304;Sernancelhe;202105;2021;05;2;21,0;9,0;20,84;9,23
3305;Sernancelhe;202106;2021;06;2;27,0;13,0;25,33;13,17
3306;Sernancelhe;202107;2021;07;3;30,0;14,0;29,65;14,39
3307;Sernancelhe;202108;2021;08;3;32,0;15,0;32,23;14,74
3308;Sernancelhe;202109;2021;09;3;26,0;14,0;26,07;13,97
3309;Sernancelhe;202110;2021;10;4;22,0;12,0;22,26;11,84
3310;Sernancelhe;202111;2021;11;4;15,0;6,0;15,03;5,83
3311;Sernancelhe;202112;2021;12;4;13,5;7,0;13,4;7,0
3312;Serpa;202101;2021;01;1;13,0;4,0;12,52;5,26
3313;Serpa;202102;2021;02;1;16,5;9,0;15,43;9,04
3314;Serpa;202103;2021;03;1;18,0;8,0;18,23;7,81
3315;Serpa;202104;2021;04;2;21,0;11,0;20,93;10,9
3316;Serpa;202105;2021;05;2;27,0;12,0;26,74;12,23
3317;Serpa;202106;2021;06;2;31,0;15,5;30,2;15,27
3318;Serpa;202107;2021;07;3;34,0;16,0;34,19;17,03
3319;Serpa;202108;2021;08;3;35,0;18,0;35,13;18,0
3320;Serpa;202109;2021;09;3;30,0;18,0;29,87;18,03
3321;Serpa;202110;2021;10;4;28,0;16,0;27,58;16,32
3322;Serpa;202111;2021;11;4;19,0;10,0;18,5;9,33
3323;Serpa;202112;2021;12;4;17,0;10,0;17,7;9,77
3324;Serta;202101;2021;01;1;13,0;4,0;12,61;5,29
3325;Serta;202102;2021;02;1;15,0;9,0;14,93;8,43
3326;Serta;202103;2021;03;1;18,0;8,0;19,03;8,29
3327;Serta;202104;2021;04;2;20,5;11,0;19,93;10,7
3328;Serta;202105;2021;05;2;23,0;11,0;23,19;11,0
3329;Serta;202106;2021;06;2;28,0;13,0;26,8;13,7
3330;Serta;202107;2021;07;3;29,0;15,0;30,0;15,45
3331;Serta;202108;2021;08;3;32,0;15,0;32,1;15,23
3332;Serta;202109;2021;09;3;29,0;16,0;28,23;15,6
3333;Serta;202110;2021;10;4;25,0;14,0;25,68;14,42
3334;Serta;202111;2021;11;4;18,0;8,5;17,73;8,37
3335;Serta;202112;2021;12;4;16,5;9,5;16,67;9,63
3336;Sesimbra;202101;2021;01;1;13,0;7,0;12,77;7,61
3337;Sesimbra;202102;2021;02;1;15,5;11,0;15,25;10,71
3338;Sesimbra;202103;2021;03;1;17,0;9,0;17,68;9,77
3339;Sesimbra;202104;2021;04;2;19,0;13,0;19,0;12,23
3340;Sesimbra;202105;2021;05;2;23,0;13,0;22,61;13,1
3341;Sesimbra;202106;2021;06;2;25,0;15,0;24,77;15,0
3342;Sesimbra;202107;2021;07;3;28,0;16,0;28,0;16,26
3343;Sesimbra;202108;2021;08;3;28,0;17,0;28,87;16,61
3344;Sesimbra;202109;2021;09;3;27,5;17,0;27,0;17,37
3345;Sesimbra;202110;2021;10;4;26,0;16,0;25,84;16,13
3346;Sesimbra;202111;2021;11;4;20,0;11,0;19,13;10,83
3347;Sesimbra;202112;2021;12;4;18,0;11,0;17,57;11,53
3348;Setubal;202101;2021;01;1;14,0;8,0;13,19;7,84
3349;Setubal;202102;2021;02;1;16,0;11,0;15,61;10,71
3350;Setubal;202103;2021;03;1;17,0;10,0;17,74;10,23
3351;Setubal;202104;2021;04;2;19,5;13,0;19,33;13,13
3352;Setubal;202105;2021;05;2;23,0;14,0;22,29;13,74
3353;Setubal;202106;2021;06;2;25,0;16,0;24,63;15,8
3354;Setubal;202107;2021;07;3;27,0;17,0;26,84;17,1
3355;Setubal;202108;2021;08;3;28,0;17,0;28,29;17,19
3356;Setubal;202109;2021;09;3;28,0;18,0;27,33;17,83
3357;Setubal;202110;2021;10;4;25,0;17,0;24,81;16,48
3358;Setubal;202111;2021;11;4;20,0;12,0;18,77;11,4
3359;Setubal;202112;2021;12;4;18,0;12,0;17,73;12,13
3360;Sever do Vouga;202101;2021;01;1;13,0;5,0;12,45;5,68
3361;Sever do Vouga;202102;2021;02;1;14,0;9,0;14,61;8,18
3362;Sever do Vouga;202103;2021;03;1;18,0;9,0;18,58;8,58
3363;Sever do Vouga;202104;2021;04;2;20,0;11,0;19,5;10,53
3364;Sever do Vouga;202105;2021;05;2;20,0;11,0;20,32;11,19
3365;Sever do Vouga;202106;2021;06;2;25,0;15,0;23,53;14,4
3366;Sever do Vouga;202107;2021;07;3;25,0;15,0;26,06;15,77
3367;Sever do Vouga;202108;2021;08;3;28,0;16,0;27,97;16,0
3368;Sever do Vouga;202109;2021;09;3;26,0;15,0;26,3;15,13
3369;Sever do Vouga;202110;2021;10;4;23,0;14,0;23,39;13,81
3370;Sever do Vouga;202111;2021;11;4;17,5;8,5;17,4;8,43
3371;Sever do Vouga;202112;2021;12;4;15,5;10,0;15,8;9,83
3372;Silves;202101;2021;01;1;14,0;9,0;13,58;8,97
3373;Silves;202102;2021;02;1;16,0;12,0;15,5;11,79
3374;Silves;202103;2021;03;1;17,0;11,0;17,32;10,84
3375;Silves;202104;2021;04;2;19,0;13,0;18,73;13,4
3376;Silves;202105;2021;05;2;23,0;14,0;22,81;13,97
3377;Silves;202106;2021;06;2;25,0;16,0;24,37;16,03
3378;Silves;202107;2021;07;3;28,0;17,0;27,61;17,26
3379;Silves;202108;2021;08;3;29,0;18,0;28,77;18,48
3380;Silves;202109;2021;09;3;28,0;19,0;27,53;18,6
3381;Silves;202110;2021;10;4;25,0;18,0;25,32;17,35
3382;Silves;202111;2021;11;4;19,0;12,5;19,1;12,1
3383;Silves;202112;2021;12;4;18,0;13,0;18,0;12,3
3384;Sines;202101;2021;01;1;13,0;8,0;13,03;8,84
3385;Sines;202102;2021;02;1;15,5;12,0;15,25;11,61
3386;Sines;202103;2021;03;1;16,0;11,0;16,71;11,16
3387;Sines;202104;2021;04;2;18,0;14,0;17,9;13,57
3388;Sines;202105;2021;05;2;19,0;14,0;19,52;14,39
3389;Sines;202106;2021;06;2;20,0;16,0;20,57;15,73
3390;Sines;202107;2021;07;3;22,0;17,0;22,13;16,84
3391;Sines;202108;2021;08;3;23,0;17,0;23,26;17,45
3392;Sines;202109;2021;09;3;25,0;18,0;24,53;18,3
3393;Sines;202110;2021;10;4;23,0;17,0;22,74;17,13
3394;Sines;202111;2021;11;4;19,0;13,0;18,53;12,77
3395;Sines;202112;2021;12;4;17,0;13,0;17,43;13,07
3396;Sintra;202101;2021;01;1;14,0;9,0;13,23;9,0
3397;Sintra;202102;2021;02;1;15,0;12,0;15,36;10,96
3398;Sintra;202103;2021;03;1;17,0;11,0;17,48;10,81
3399;Sintra;202104;2021;04;2;18,0;13,0;18,03;13,17
3400;Sintra;202105;2021;05;2;20,0;14,0;19,77;13,9
3401;Sintra;202106;2021;06;2;21,0;15,0;21,5;15,57
3402;Sintra;202107;2021;07;3;23,0;17,0;23,23;17,06
3403;Sintra;202108;2021;08;3;24,0;17,0;24,13;17,35
3404;Sintra;202109;2021;09;3;26,0;18,0;25,53;18,13
3405;Sintra;202110;2021;10;4;23,0;17,0;23,29;17,0
3406;Sintra;202111;2021;11;4;19,0;12,5;18,53;12,43
3407;Sintra;202112;2021;12;4;17,0;13,0;16,8;12,6
3408;Sobral de Monte Agraco;202101;2021;01;1;13,0;6,0;12,74;6,23
3409;Sobral de Monte Agraco;202102;2021;02;1;15,0;9,0;14,96;8,5
3410;Sobral de Monte Agraco;202103;2021;03;1;16,0;8,0;17,48;8,68
