municipio,ano,mes,tci,tci_anual,tempC_media,humidity_media,maxtempC_media,humidity_max_media,precipMM_total,sunHour_media,windspeedKmph_media
"('Alentejo', 'Campo Maior')","2.025,00","2,00","45,00","41,65","16,07","77,43","16,07","77,43","39,40","8,00","8,29"
"('Alentejo', 'Campo Maior')","2.025,00","3,00","40,50","41,65","16,03","81,55","16,03","81,55","182,80","5,77","13,97"
"('Alentejo', 'Campo Maior')","2.025,00","4,00","56,00","41,65","20,37","74,67","20,37","74,67","72,10","8,07","12,70"
"('Alentejo', 'Campo Maior')","2.025,00","5,00","60,00","41,65","25,55","59,03","25,55","59,03","27,80","11,45","10,74"
"('Alentejo', 'Campo Maior')","2.025,00","6,00","32,00","41,65","34,87","41,67","34,87","41,67","10,70","12,90","10,60"
"('Alentejo', 'Cartaxo')","2.024,00","6,00","58,50","46,15","25,00","66,00","25,00","66,00","0,60","8,00","14,00"
"('Alentejo', 'Cartaxo')","2.024,00","7,00","40,00","46,15","31,74","61,23","31,74","61,23","6,80","13,65","13,19"
"('Alentejo', 'Cartaxo')","2.024,00","8,00","40,00","46,15","32,26","62,10","32,26","62,10","0,00","13,48","13,74"
"('Alentejo', 'Cartaxo')","2.024,00","9,00","48,00","46,15","27,90","59,50","27,90","59,50","23,00","10,57","13,20"
"('Alentejo', 'Cartaxo')","2.024,00","10,00","53,50","46,15","23,29","74,52","23,29","74,52","127,00","7,39","13,10"
"('Alentejo', 'Cartaxo')","2.024,00","11,00","55,00","46,15","20,33","75,20","20,33","75,20","100,70","7,67","11,20"
"('Alentejo', 'Cartaxo')","2.024,00","12,00","46,50","46,15","16,03","72,39","16,03","72,39","16,00","8,77","10,52"
"('Alentejo', 'Cartaxo')","2.025,00","1,00","32,50","46,15","15,45","79,06","15,45","79,06","198,50","5,90","12,97"
"('Alentejo', 'Cartaxo')","2.025,00","2,00","44,00","46,15","16,00","80,46","16,00","80,46","51,90","6,32","9,29"
"('Alentejo', 'Cartaxo')","2.025,00","3,00","40,50","46,15","16,39","81,29","16,39","81,29","208,70","5,61","14,29"
"('Alentejo', 'Cartaxo')","2.025,00","4,00","43,00","46,15","19,97","77,87","19,97","77,87","112,60","7,70","12,90"
"('Alentejo', 'Cartaxo')","2.025,00","5,00","58,50","46,15","23,94","68,94","23,94","68,94","45,00","11,48","11,52"
"('Alentejo', 'Cartaxo')","2.025,00","6,00","40,00","46,15","31,13","60,17","31,13","60,17","3,20","13,93","13,07"
"('Alentejo', 'Castelo de Vide')","2.024,00","6,00","60,00","41,46","24,00","63,00","24,00","63,00","0,70","13,00","12,00"
"('Alentejo', 'Castelo de Vide')","2.024,00","7,00","32,00","41,46","33,26","43,23","33,26","43,23","2,00","13,58","9,42"
"('Alentejo', 'Castelo de Vide')","2.024,00","8,00","32,00","41,46","34,26","40,87","34,26","40,87","0,30","13,90","8,71"
"('Alentejo', 'Castelo de Vide')","2.024,00","9,00","60,00","41,46","26,80","49,97","26,80","49,97","17,00","10,67","9,47"
"('Alentejo', 'Castelo de Vide')","2.024,00","10,00","52,50","41,46","20,06","75,13","20,06","75,13","144,90","6,90","11,71"
"('Alentejo', 'Castelo de Vide')","2.024,00","11,00","45,00","41,46","17,13","77,73","17,13","77,73","58,00","7,73","9,30"
"('Alentejo', 'Castelo de Vide')","2.024,00","12,00","32,00","41,46","12,90","73,90","12,90","73,90","11,40","9,13","7,48"
"('Alentejo', 'Castelo de Vide')","2.025,00","1,00","24,50","41,46","11,97","81,13","11,97","81,13","171,90","5,81","11,23"
"('Alentejo', 'Castelo de Vide')","2.025,00","2,00","36,00","41,46","13,07","82,89","13,07","82,89","40,20","6,86","7,29"
"('Alentejo', 'Castelo de Vide')","2.025,00","3,00","23,50","41,46","12,77","85,97","12,77","85,97","160,20","4,87","12,19"
"('Alentejo', 'Castelo de Vide')","2.025,00","4,00","43,00","41,46","17,30","80,17","17,30","80,17","109,80","8,07","10,47"
"('Alentejo', 'Castelo de Vide')","2.025,00","5,00","58,50","41,46","22,58","64,90","22,58","64,90","54,90","11,29","8,26"
"('Alentejo', 'Castelo de Vide')","2.025,00","6,00","40,00","41,46","32,20","45,90","32,20","45,90","14,70","13,57","7,77"
"('Alentejo', 'Castro Verde')","2.024,00","6,00","45,00","40,88","28,00","62,00","28,00","62,00","0,00","11,00","16,00"
"('Alentejo', 'Castro Verde')","2.024,00","7,00","32,00","40,88","35,16","45,16","35,16","45,16","1,50","13,71","13,39"
"('Alentejo', 'Castro Verde')","2.024,00","8,00","32,00","40,88","35,61","45,13","35,61","45,13","0,00","13,74","13,29"
"('Alentejo', 'Castro Verde')","2.024,00","9,00","48,00","40,88","29,47","53,40","29,47","53,40","8,80","10,97","12,77"
"('Alentejo', 'Castro Verde')","2.024,00","10,00","55,00","40,88","23,06","70,74","23,06","70,74","106,80","8,48","13,90"
"('Alentejo', 'Castro Verde')","2.024,00","11,00","45,00","40,88","19,90","73,20","19,90","73,20","55,40","7,83","12,03"
"('Alentejo', 'Castro Verde')","2.024,00","12,00","38,50","40,88","15,90","69,90","15,90","69,90","8,40","8,39","10,32"
"('Alentejo', 'Castro Verde')","2.025,00","1,00","32,50","40,88","15,19","78,52","15,19","78,52","146,80","6,26","13,29"
"('Alentejo', 'Castro Verde')","2.025,00","2,00","36,00","40,88","15,93","81,00","15,93","81,00","57,90","6,96","10,32"
"('Alentejo', 'Castro Verde')","2.025,00","3,00","32,50","40,88","15,68","85,19","15,68","85,19","232,30","5,84","14,68"
"('Alentejo', 'Castro Verde')","2.025,00","4,00","43,00","40,88","19,87","77,03","19,87","77,03","98,30","7,90","13,30"
"('Alentejo', 'Castro Verde')","2.025,00","5,00","60,00","40,88","25,55","61,42","25,55","61,42","15,70","11,65","12,87"
"('Alentejo', 'Castro Verde')","2.025,00","6,00","32,00","40,88","34,20","46,07","34,20","46,07","4,50","13,07","13,27"
"('Alentejo', 'Chamusca')","2.024,00","6,00","48,00","35,92","18,00","74,00","18,00","74,00","5,90","10,00","7,00"
"('Alentejo', 'Chamusca')","2.024,00","7,00","48,00","35,92","27,48","50,32","27,48","50,32","18,80","13,84","7,45"
"('Alentejo', 'Chamusca')","2.024,00","8,00","48,00","35,92","29,65","47,03","29,65","47,03","1,10","13,77","7,55"
"('Alentejo', 'Chamusca')","2.024,00","9,00","57,50","35,92","21,83","56,80","21,83","56,80","63,80","10,13","8,37"
"('Alentejo', 'Chamusca')","2.024,00","10,00","40,50","35,92","16,29","82,48","16,29","82,48","343,60","6,55","8,55"
"('Alentejo', 'Chamusca')","2.024,00","11,00","35,00","35,92","13,77","80,83","13,77","80,83","118,00","7,37","7,97"
"('Alentejo', 'Chamusca')","2.024,00","12,00","32,00","35,92","10,74","77,13","10,74","77,13","29,60","9,03","6,84"
"('Alentejo', 'Chamusca')","2.025,00","1,00","12,50","35,92","9,23","80,77","9,23","80,77","321,90","5,87","9,16"
"('Alentejo', 'Chamusca')","2.025,00","2,00","14,00","35,92","9,64","82,14","9,64","82,14","110,40","5,89","6,07"
"('Alentejo', 'Chamusca')","2.025,00","3,00","12,50","35,92","8,77","84,45","8,77","84,45","275,90","5,39","9,32"
"('Alentejo', 'Chamusca')","2.025,00","4,00","33,50","35,92","13,17","78,77","13,17","78,77","235,60","7,77","8,13"
"('Alentejo', 'Chamusca')","2.025,00","5,00","45,50","35,92","18,23","68,48","18,23","68,48","88,60","10,19","7,16"
"('Alentejo', 'Chamusca')","2.025,00","6,00","40,00","35,92","30,27","53,57","30,27","53,57","13,40","13,40","6,67"
"('Alentejo', 'Coruche')","2.024,00","6,00","58,50","46,15","25,00","66,00","25,00","66,00","0,60","8,00","14,00"
"('Alentejo', 'Coruche')","2.024,00","7,00","40,00","46,15","31,74","61,23","31,74","61,23","6,80","13,55","13,19"
"('Alentejo', 'Coruche')","2.024,00","8,00","40,00","46,15","32,26","62,10","32,26","62,10","0,00","13,52","13,74"
"('Alentejo', 'Coruche')","2.024,00","9,00","48,00","46,15","27,90","59,50","27,90","59,50","23,00","10,57","13,20"
"('Alentejo', 'Coruche')","2.024,00","10,00","53,50","46,15","23,29","74,52","23,29","74,52","127,00","7,42","13,10"
"('Alentejo', 'Coruche')","2.024,00","11,00","55,00","46,15","20,33","75,20","20,33","75,20","100,70","7,67","11,20"
"('Alentejo', 'Coruche')","2.024,00","12,00","46,50","46,15","16,03","72,39","16,03","72,39","16,00","8,77","10,52"
"('Alentejo', 'Coruche')","2.025,00","1,00","32,50","46,15","15,45","79,06","15,45","79,06","198,50","5,90","12,97"
"('Alentejo', 'Coruche')","2.025,00","2,00","44,00","46,15","16,00","80,46","16,00","80,46","51,90","6,29","9,29"
"('Alentejo', 'Coruche')","2.025,00","3,00","40,50","46,15","16,39","81,29","16,39","81,29","208,70","5,61","14,29"
"('Alentejo', 'Coruche')","2.025,00","4,00","43,00","46,15","19,97","77,87","19,97","77,87","112,60","7,70","12,90"
"('Alentejo', 'Coruche')","2.025,00","5,00","58,50","46,15","23,94","68,94","23,94","68,94","45,00","11,48","11,52"
"('Alentejo', 'Coruche')","2.025,00","6,00","40,00","46,15","31,13","60,17","31,13","60,17","3,20","13,83","13,07"
"('Alentejo', 'Crato')","2.024,00","6,00","60,00","41,46","24,00","63,00","24,00","63,00","0,70","13,00","12,00"
"('Alentejo', 'Crato')","2.024,00","7,00","32,00","41,46","33,26","43,23","33,26","43,23","2,00","13,65","9,42"
"('Alentejo', 'Crato')","2.024,00","8,00","32,00","41,46","34,26","40,87","34,26","40,87","0,30","13,90","8,71"
"('Alentejo', 'Crato')","2.024,00","9,00","60,00","41,46","26,80","49,97","26,80","49,97","17,00","10,67","9,47"
"('Alentejo', 'Crato')","2.024,00","10,00","52,50","41,46","20,06","75,13","20,06","75,13","144,90","6,90","11,71"
"('Alentejo', 'Crato')","2.024,00","11,00","45,00","41,46","17,13","77,73","17,13","77,73","58,00","7,70","9,30"
"('Alentejo', 'Crato')","2.024,00","12,00","32,00","41,46","12,90","73,90","12,90","73,90","11,40","9,13","7,48"
"('Alentejo', 'Crato')","2.025,00","1,00","24,50","41,46","11,97","81,13","11,97","81,13","171,90","5,81","11,23"
"('Alentejo', 'Crato')","2.025,00","2,00","36,00","41,46","13,07","82,89","13,07","82,89","40,20","6,86","7,29"
"('Alentejo', 'Crato')","2.025,00","3,00","23,50","41,46","12,77","85,97","12,77","85,97","160,20","4,87","12,19"
"('Alentejo', 'Crato')","2.025,00","4,00","43,00","41,46","17,30","80,17","17,30","80,17","109,80","8,10","10,47"
"('Alentejo', 'Crato')","2.025,00","5,00","58,50","41,46","22,58","64,90","22,58","64,90","54,90","11,29","8,26"
"('Alentejo', 'Crato')","2.025,00","6,00","40,00","41,46","32,20","45,90","32,20","45,90","14,70","13,60","7,77"
"('Alentejo', 'Cuba')","2.024,00","6,00","45,00","40,88","28,00","62,00","28,00","62,00","0,00","11,00","16,00"
"('Alentejo', 'Cuba')","2.024,00","7,00","32,00","40,88","35,16","45,16","35,16","45,16","1,50","13,71","13,39"
"('Alentejo', 'Cuba')","2.024,00","8,00","32,00","40,88","35,61","45,13","35,61","45,13","0,00","13,77","13,29"
"('Alentejo', 'Cuba')","2.024,00","9,00","48,00","40,88","29,47","53,40","29,47","53,40","8,80","10,97","12,77"
"('Alentejo', 'Cuba')","2.024,00","10,00","55,00","40,88","23,06","70,74","23,06","70,74","106,80","8,45","13,90"
"('Alentejo', 'Cuba')","2.024,00","11,00","45,00","40,88","19,90","73,20","19,90","73,20","55,40","7,83","12,03"
"('Alentejo', 'Cuba')","2.024,00","12,00","38,50","40,88","15,90","69,90","15,90","69,90","8,40","8,39","10,32"
"('Alentejo', 'Cuba')","2.025,00","1,00","32,50","40,88","15,19","78,52","15,19","78,52","146,80","6,26","13,29"
"('Alentejo', 'Cuba')","2.025,00","2,00","36,00","40,88","15,93","81,00","15,93","81,00","57,90","6,93","10,32"
"('Alentejo', 'Cuba')","2.025,00","3,00","32,50","40,88","15,68","85,19","15,68","85,19","232,30","5,84","14,68"
"('Alentejo', 'Cuba')","2.025,00","4,00","43,00","40,88","19,87","77,03","19,87","77,03","98,30","7,87","13,30"
"('Alentejo', 'Cuba')","2.025,00","5,00","60,00","40,88","25,55","61,42","25,55","61,42","15,70","11,65","12,87"
"('Alentejo', 'Cuba')","2.025,00","6,00","32,00","40,88","34,20","46,07","34,20","46,07","4,50","13,07","13,27"
"('Alentejo', 'Elvas')","2.024,00","6,00","45,00","41,65","28,00","58,00","28,00","58,00","0,00","14,00","15,00"
"('Alentejo', 'Elvas')","2.024,00","7,00","20,00","41,65","37,23","37,71","37,23","37,71","0,40","13,61","12,23"
"('Alentejo', 'Elvas')","2.024,00","8,00","20,00","41,65","37,81","36,58","37,81","36,58","0,00","13,94","11,48"
"('Alentejo', 'Elvas')","2.024,00","9,00","40,00","41,65","30,13","46,47","30,13","46,47","7,20","10,93","11,53"
"('Alentejo', 'Elvas')","2.024,00","10,00","53,50","41,65","23,03","68,81","23,03","68,81","142,70","7,74","13,81"
"('Alentejo', 'Elvas')","2.024,00","11,00","57,00","41,65","20,07","70,33","20,07","70,33","59,70","8,13","10,17"
"('Alentejo', 'Elvas')","2.024,00","12,00","40,00","41,65","15,39","69,26","15,39","69,26","4,70","9,16","8,90"
"('Alentejo', 'Elvas')","2.025,00","1,00","32,50","41,65","14,61","76,61","14,61","76,61","133,60","6,55","12,29"
"('Alentejo', 'Elvas')","2.025,00","2,00","45,00","41,65","16,07","77,43","16,07","77,43","39,40","8,00","8,29"
"('Alentejo', 'Elvas')","2.025,00","3,00","40,50","41,65","16,03","81,55","16,03","81,55","182,80","5,77","13,97"
"('Alentejo', 'Elvas')","2.025,00","4,00","56,00","41,65","20,37","74,67","20,37","74,67","72,10","8,07","12,70"
"('Alentejo', 'Elvas')","2.025,00","5,00","60,00","41,65","25,55","59,03","25,55","59,03","27,80","11,45","10,74"
"('Alentejo', 'Elvas')","2.025,00","6,00","32,00","41,65","34,87","41,67","34,87","41,67","10,70","12,90","10,60"
"('Alentejo', 'Estremoz')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Estremoz')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Estremoz')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,97","13,94"
"('Alentejo', 'Estremoz')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,60","13,47"
"('Alentejo', 'Estremoz')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,48","14,23"
"('Alentejo', 'Estremoz')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,67","11,77"
"('Alentejo', 'Estremoz')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Estremoz')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Estremoz')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Estremoz')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Estremoz')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,50","13,37"
"('Alentejo', 'Estremoz')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Estremoz')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Alentejo', 'Evora')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Evora')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Evora')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,94","13,94"
"('Alentejo', 'Evora')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,63","13,47"
"('Alentejo', 'Evora')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,48","14,23"
"('Alentejo', 'Evora')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,63","11,77"
"('Alentejo', 'Evora')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Evora')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Evora')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Evora')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Evora')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,50","13,37"
"('Alentejo', 'Evora')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Evora')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Alentejo', 'Ferreira do Alentejo')","2.024,00","6,00","45,00","40,88","28,00","62,00","28,00","62,00","0,00","11,00","16,00"
"('Alentejo', 'Ferreira do Alentejo')","2.024,00","7,00","32,00","40,88","35,16","45,16","35,16","45,16","1,50","13,71","13,39"
"('Alentejo', 'Ferreira do Alentejo')","2.024,00","8,00","32,00","40,88","35,61","45,13","35,61","45,13","0,00","13,74","13,29"
"('Alentejo', 'Ferreira do Alentejo')","2.024,00","9,00","48,00","40,88","29,47","53,40","29,47","53,40","8,80","10,97","12,77"
"('Alentejo', 'Ferreira do Alentejo')","2.024,00","10,00","55,00","40,88","23,06","70,74","23,06","70,74","106,80","8,48","13,90"
"('Alentejo', 'Ferreira do Alentejo')","2.024,00","11,00","45,00","40,88","19,90","73,20","19,90","73,20","55,40","7,83","12,03"
"('Alentejo', 'Ferreira do Alentejo')","2.024,00","12,00","38,50","40,88","15,90","69,90","15,90","69,90","8,40","8,39","10,32"
"('Alentejo', 'Ferreira do Alentejo')","2.025,00","1,00","32,50","40,88","15,19","78,52","15,19","78,52","146,80","6,26","13,29"
"('Alentejo', 'Ferreira do Alentejo')","2.025,00","2,00","36,00","40,88","15,93","81,00","15,93","81,00","57,90","6,93","10,32"
"('Alentejo', 'Ferreira do Alentejo')","2.025,00","3,00","32,50","40,88","15,68","85,19","15,68","85,19","232,30","5,84","14,68"
"('Alentejo', 'Ferreira do Alentejo')","2.025,00","4,00","43,00","40,88","19,87","77,03","19,87","77,03","98,30","7,90","13,30"
"('Alentejo', 'Ferreira do Alentejo')","2.025,00","5,00","60,00","40,88","25,55","61,42","25,55","61,42","15,70","11,65","12,87"
"('Alentejo', 'Ferreira do Alentejo')","2.025,00","6,00","32,00","40,88","34,20","46,07","34,20","46,07","4,50","13,07","13,27"
"('Alentejo', 'Fronteira')","2.024,00","6,00","60,00","41,46","24,00","63,00","24,00","63,00","0,70","12,00","12,00"
"('Alentejo', 'Fronteira')","2.024,00","7,00","32,00","41,46","33,26","43,23","33,26","43,23","2,00","13,52","9,42"
"('Alentejo', 'Fronteira')","2.024,00","8,00","32,00","41,46","34,26","40,87","34,26","40,87","0,30","13,90","8,71"
"('Alentejo', 'Fronteira')","2.024,00","9,00","60,00","41,46","26,80","49,97","26,80","49,97","17,00","10,63","9,47"
"('Alentejo', 'Fronteira')","2.024,00","10,00","52,50","41,46","20,06","75,13","20,06","75,13","144,90","6,90","11,71"
"('Alentejo', 'Fronteira')","2.024,00","11,00","45,00","41,46","17,13","77,73","17,13","77,73","58,00","7,70","9,30"
"('Alentejo', 'Fronteira')","2.024,00","12,00","32,00","41,46","12,90","73,90","12,90","73,90","11,40","9,13","7,48"
"('Alentejo', 'Fronteira')","2.025,00","1,00","24,50","41,46","11,97","81,13","11,97","81,13","171,90","5,81","11,23"
"('Alentejo', 'Fronteira')","2.025,00","2,00","36,00","41,46","13,07","82,89","13,07","82,89","40,20","6,86","7,29"
"('Alentejo', 'Fronteira')","2.025,00","3,00","23,50","41,46","12,77","85,97","12,77","85,97","160,20","4,87","12,19"
"('Alentejo', 'Fronteira')","2.025,00","4,00","43,00","41,46","17,30","80,17","17,30","80,17","109,80","8,03","10,47"
"('Alentejo', 'Fronteira')","2.025,00","5,00","58,50","41,46","22,58","64,90","22,58","64,90","54,90","11,29","8,26"
"('Alentejo', 'Fronteira')","2.025,00","6,00","40,00","41,46","32,20","45,90","32,20","45,90","14,70","13,43","7,77"
"('Alentejo', 'Gaviao')","2.024,00","6,00","57,00","48,08","26,00","71,00","26,00","71,00","0,00","14,00","18,00"
"('Alentejo', 'Gaviao')","2.024,00","7,00","45,00","48,08","29,97","56,97","29,97","56,97","1,70","13,77","15,42"
"('Alentejo', 'Gaviao')","2.024,00","8,00","37,00","48,08","31,06","56,81","31,06","56,81","0,00","13,55","15,87"
"('Alentejo', 'Gaviao')","2.024,00","9,00","60,00","48,08","26,87","64,40","26,87","64,40","6,80","11,20","14,17"
"('Alentejo', 'Gaviao')","2.024,00","10,00","53,50","48,08","22,61","75,03","22,61","75,03","155,30","8,84","14,48"
"('Alentejo', 'Gaviao')","2.024,00","11,00","56,00","48,08","20,00","75,80","20,00","75,80","72,80","8,07","13,00"
"('Alentejo', 'Gaviao')","2.024,00","12,00","48,00","48,08","16,77","68,71","16,77","68,71","3,20","9,29","12,94"
