Regiao,municipio,ano_mes,estacao,dias_no_mes,dias_bons,dias_aceitaveis,dias_marginais,extremos,percentual_extremos,media_score,score_max,score_min,score_std,media_maxtemp,maxtemp_max,media_mintemp,mintemp_min,media_totalSnow_cm,media_sunHour,media_uvIndex,media_FeelsLikeC,media_HeatIndexC,media_WindChillC,media_humidity,media_precipMM,media_tempC,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,class_mais_comum,classificacao_mes
Alentejo,Golega,2024-11,Outono,"30,00","20,00","1,00","9,00","0,00","0,00","70,47","96,40","9,00","30,85","20,03","24,00","11,67","7,00","0,00","7,53","3,90","14,63","15,07","14,63","76,87","3,31","20,03","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Golega,2024-12,Inverno,"31,00","2,00","0,00","29,00","0,00","0,00","32,57","96,40","18,00","17,18","15,77","20,00","6,71","2,00","0,00","8,84","3,06","9,42","10,19","9,42","73,39","0,32","15,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Golega,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","17,63","35,40","0,00","10,34","14,90","19,00","7,23","1,00","0,00","5,29","2,90","9,58","10,65","9,58","80,71","9,18","14,90","0,00","0,00","3,00","0,00","0,00",Marginal,Marginal
Alentejo,Golega,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,41","32,80","9,00","7,82","15,93","18,00","7,57","4,00","0,00","6,18","2,96","10,46","11,00","10,46","81,50","2,16","15,93","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Golega,2025-03,Primavera,"31,00","5,00","0,00","26,00","1,00","3,23","29,00","92,80","0,00","28,78","16,16","23,00","7,97","5,00","0,00","5,81","3,00","10,35","11,48","10,35","82,84","6,90","16,16","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Alentejo,Golega,2025-04,Primavera,"30,00","15,00","1,00","14,00","0,00","0,00","54,63","96,40","4,80","35,61","19,87","27,00","9,97","6,00","0,00","7,37","3,67","13,90","14,70","13,90","79,37","4,58","19,87","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Golega,2025-05,Primavera,"31,00","18,00","3,00","10,00","1,00","3,23","69,52","96,40","13,80","27,07","24,23","36,00","11,52","8,00","0,00","11,19","4,39","17,06","17,42","17,03","69,74","1,55","24,23","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Golega,2025-06,Verão,"30,00","11,00","6,00","13,00","9,00","30,00","60,32","96,40","30,40","28,53","31,73","44,00","14,77","12,00","0,00","13,70","5,60","22,17","22,47","22,10","59,40","0,08","31,73","9,00","0,00","0,00","0,00","1,00",Marginal,Bom
Alentejo,Grandola,2024-06,Verão,"1,00","0,00","0,00","1,00","0,00","0,00","48,00","48,00","48,00",nan,"19,00","19,00","17,00","17,00","0,00","13,00","4,00","18,00","18,00","18,00","81,00","0,00","19,00","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Grandola,2024-07,Verão,"31,00","28,00","2,00","1,00","0,00","0,00","92,27","100,00","48,00","13,78","20,90","24,00","17,35","15,00","0,00","13,68","4,87","19,23","19,45","19,23","78,23","0,06","20,90","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Grandola,2024-08,Verão,"31,00","30,00","0,00","1,00","0,00","0,00","94,13","100,00","48,00","9,89","21,06","24,00","17,52","16,00","0,00","13,74","5,10","19,32","19,74","19,32","78,71","0,00","21,06","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Grandola,2024-09,Outono,"30,00","21,00","6,00","3,00","0,00","0,00","84,16","100,00","48,00","20,42","20,20","24,00","16,67","13,00","0,00","11,23","4,73","18,27","18,37","18,27","75,90","0,26","20,20","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Grandola,2024-10,Outono,"31,00","25,00","6,00","0,00","0,00","0,00","83,97","100,00","54,40","15,74","20,48","23,00","17,06","12,00","0,00","8,45","4,29","18,55","18,74","18,55","80,00","3,19","20,48","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Grandola,2024-11,Outono,"30,00","18,00","5,00","7,00","0,00","0,00","73,52","100,00","17,40","28,36","19,60","22,00","15,17","11,00","0,00","8,13","4,33","17,10","17,33","17,10","74,27","1,41","19,60","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Grandola,2024-12,Inverno,"31,00","3,00","0,00","28,00","0,00","0,00","37,20","96,40","17,40","19,64","16,42","21,00","11,32","8,00","0,00","8,94","3,81","12,65","13,68","12,65","68,26","0,27","16,42","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Grandola,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","24,95","36,40","8,40","8,80","15,84","18,00","12,29","7,00","0,00","6,45","3,74","13,03","14,16","13,03","76,26","5,29","15,84","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Grandola,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","26,34","36,40","13,80","6,38","15,36","17,00","11,61","9,00","0,00","7,54","3,29","12,54","13,46","12,54","78,29","1,94","15,36","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Grandola,2025-03,Primavera,"31,00","1,00","2,00","28,00","2,00","6,45","26,54","96,40","4,40","16,47","15,32","21,00","11,77","10,00","0,00","5,97","3,26","11,77","13,55","11,77","78,84","8,94","15,32","0,00","0,00","2,00","0,00","0,00",Marginal,Marginal
Alentejo,Grandola,2025-04,Primavera,"30,00","6,00","3,00","21,00","0,00","0,00","42,57","96,40","8,40","29,27","17,70","22,00","13,57","12,00","0,00","8,50","3,80","14,67","15,50","14,67","77,87","3,20","17,70","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Grandola,2025-05,Primavera,"31,00","12,00","3,00","16,00","0,00","0,00","60,60","100,00","17,40","31,60","19,32","26,00","15,00","12,00","0,00","11,81","4,68","16,97","17,19","16,97","74,26","0,41","19,32","0,00","0,00","0,00","0,00","0,00",Marginal,Bom
Alentejo,Grandola,2025-06,Verão,"30,00","25,00","5,00","0,00","0,00","0,00","90,19","100,00","54,40","15,85","23,20","30,00","17,20","15,00","0,00","13,80","5,13","20,17","20,57","20,03","74,50","0,03","23,20","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Marvao,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"22,00","22,00","14,00","14,00","0,00","9,00","4,00","18,00","18,00","18,00","77,00","3,00","22,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Marvao,2024-07,Verão,"31,00","23,00","2,00","6,00","1,00","3,23","81,70","100,00","34,00","24,05","27,42","36,00","15,32","11,00","0,00","13,35","5,35","20,94","21,32","20,81","72,35","0,27","27,42","1,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Marvao,2024-08,Verão,"31,00","24,00","4,00","3,00","0,00","0,00","86,04","100,00","36,40","21,41","27,84","34,00","15,32","12,00","0,00","13,26","5,32","20,55","21,13","20,52","73,94","0,02","27,84","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Marvao,2024-09,Outono,"30,00","23,00","4,00","3,00","0,00","0,00","81,47","100,00","30,00","21,75","25,27","34,00","13,83","9,00","0,00","10,33","4,77","18,70","19,00","18,77","66,80","1,30","25,27","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Marvao,2024-10,Outono,"31,00","24,00","0,00","7,00","1,00","3,23","75,53","100,00","26,40","24,82","21,42","26,00","14,26","9,00","0,00","6,58","4,13","17,19","17,58","17,19","80,84","7,35","21,42","0,00","0,00","1,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Marvao,2024-11,Outono,"30,00","18,00","1,00","11,00","0,00","0,00","67,02","100,00","13,80","33,62","19,80","24,00","12,37","8,00","0,00","7,33","3,80","15,07","15,50","15,07","75,50","2,36","19,80","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Marvao,2024-12,Inverno,"31,00","1,00","0,00","30,00","0,00","0,00","28,43","96,40","18,00","13,15","15,42","21,00","7,13","3,00","0,00","9,10","3,19","9,32","10,42","9,32","73,52","0,38","15,42","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Marvao,2025-01,Inverno,"31,00","0,00","0,00","31,00","4,00","12,90","17,87","28,00","0,00","10,62","14,68","17,00","7,84","2,00","0,00","5,61","2,87","9,45","10,87","9,45","78,55","9,69","14,68","0,00","0,00","4,00","0,00","0,00",Marginal,Marginal
Alentejo,Marvao,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","21,80","32,80","9,00","7,45","15,54","18,00","8,00","4,00","0,00","6,43","3,00","10,57","11,25","10,57","80,00","3,06","15,54","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Marvao,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","25,15","92,80","0,00","24,41","15,87","24,00","8,10","5,00","0,00","6,29","3,00","10,26","11,52","10,26","79,81","6,99","15,87","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Alentejo,Marvao,2025-04,Primavera,"30,00","11,00","0,00","19,00","0,00","0,00","47,55","96,40","9,00","36,03","19,37","28,00","10,27","6,00","0,00","8,20","3,53","13,67","14,67","13,67","79,43","5,96","19,37","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Marvao,2025-05,Primavera,"31,00","19,00","2,00","10,00","0,00","0,00","68,02","96,40","13,80","32,78","21,81","31,00","11,45","8,00","0,00","10,68","4,06","15,94","16,52","15,94","76,29","2,57","21,81","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Marvao,2025-06,Verão,"30,00","19,00","4,00","7,00","1,00","3,33","77,20","100,00","34,00","25,52","27,17","37,00","14,57","11,00","0,00","13,77","4,87","20,23","20,60","20,17","70,80","0,29","27,17","1,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Mertola,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"28,00","28,00","15,00","15,00","0,00","11,00","5,00","20,00","21,00","20,00","62,00","0,00","28,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Mertola,2024-07,Verão,"31,00","0,00","4,00","27,00","15,00","48,39","36,48","58,00","16,80","9,20","35,16","42,00","18,32","12,00","0,00","13,71","6,61","25,87","25,87","25,81","45,16","0,05","35,16","15,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Mertola,2024-08,Verão,"31,00","0,00","0,00","31,00","16,00","51,61","36,09","40,00","26,80","3,99","35,61","40,00","18,87","15,00","0,00","13,77","6,71","26,35","26,35","26,29","45,13","0,00","35,61","16,00","0,00","0,00","0,00","2,00",Marginal,Marginal
Alentejo,Mertola,2024-09,Outono,"30,00","13,00","8,00","9,00","1,00","3,33","68,29","100,00","30,40","26,12","29,47","36,00","16,37","12,00","0,00","10,93","5,57","21,93","22,10","21,93","53,40","0,29","29,47","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Mertola,2024-10,Outono,"31,00","25,00","4,00","2,00","0,00","0,00","84,51","100,00","22,80","21,99","23,06","29,00","14,94","10,00","0,00","8,45","4,39","18,32","18,97","18,32","70,74","3,45","23,06","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Mertola,2024-11,Outono,"30,00","18,00","4,00","8,00","0,00","0,00","70,64","96,40","9,00","31,10","19,90","24,00","12,77","7,00","0,00","7,87","4,10","15,47","15,87","15,47","73,20","1,85","19,90","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Mertola,2024-12,Inverno,"31,00","2,00","0,00","29,00","0,00","0,00","32,35","92,80","9,00","16,45","15,90","22,00","7,19","3,00","0,00","8,39","3,13","9,68","10,90","9,68","69,90","0,27","15,90","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Mertola,2025-01,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","20,88","40,80","0,80","8,54","15,19","19,00","7,48","2,00","0,00","6,26","2,90","9,58","10,90","9,58","78,52","4,74","15,19","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Alentejo,Mertola,2025-02,Inverno,"28,00","0,00","1,00","27,00","0,00","0,00","20,64","50,80","4,80","10,41","15,93","19,00","7,75","5,00","0,00","6,93","2,93","10,43","11,36","10,43","81,00","2,07","15,93","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Mertola,2025-03,Primavera,"31,00","4,00","0,00","27,00","0,00","0,00","22,61","92,80","0,00","26,78","15,68","22,00","7,97","4,00","0,00","5,84","2,94","9,94","11,39","9,94","85,19","7,49","15,68","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Mertola,2025-04,Primavera,"30,00","17,00","0,00","13,00","0,00","0,00","60,43","96,40","9,00","36,12","19,87","26,00","10,47","6,00","0,00","7,83","3,60","14,07","14,87","14,07","77,03","3,28","19,87","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Mertola,2025-05,Primavera,"31,00","17,00","7,00","7,00","4,00","12,90","69,61","96,40","22,80","25,84","25,55","38,00","12,68","8,00","0,00","11,65","4,81","18,55","18,71","18,55","61,42","0,51","25,55","4,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Mertola,2025-06,Verão,"30,00","2,00","9,00","19,00","10,00","33,33","42,84","96,40","12,00","19,42","34,20","44,00","17,97","12,00","0,00","13,07","6,27","25,40","25,40","25,53","46,07","0,15","34,20","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Monforte,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","92,80","92,80","92,80",nan,"24,00","24,00","11,00","11,00","0,00","12,00","4,00","18,00","19,00","18,00","63,00","0,70","24,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Monforte,2024-07,Verão,"31,00","4,00","7,00","20,00","10,00","32,26","45,87","96,40","12,00","22,61","33,26","40,00","18,16","12,00","0,00","13,52","6,45","25,26","25,26","25,29","43,23","0,06","33,26","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Monforte,2024-08,Verão,"31,00","0,00","5,00","26,00","11,00","35,48","37,86","58,00","16,80","11,34","34,26","38,00","19,26","16,00","0,00","13,90","6,58","25,94","25,90","26,23","40,87","0,01","34,26","11,00","0,00","0,00","0,00","1,00",Marginal,Marginal
Alentejo,Monforte,2024-09,Outono,"30,00","16,00","10,00","4,00","0,00","0,00","74,77","100,00","30,00","24,08","26,80","33,00","15,17","10,00","0,00","10,63","5,17","20,43","20,47","20,53","49,97","0,57","26,80","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Monforte,2024-10,Outono,"31,00","16,00","0,00","15,00","0,00","0,00","61,52","100,00","8,40","35,58","20,06","27,00","13,32","8,00","0,00","6,90","3,94","15,97","16,48","15,97","75,13","4,67","20,06","0,00","0,00","0,00","0,00","0,00",Marginal,Bom
Alentejo,Monforte,2024-11,Outono,"30,00","4,00","3,00","23,00","0,00","0,00","38,45","96,40","9,00","25,09","17,13","21,00","10,93","6,00","0,00","7,73","3,50","13,00","13,40","13,00","77,73","1,93","17,13","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Monforte,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","27,00","45,40","9,00","6,43","12,90","19,00","5,94","2,00","0,00","9,13","3,03","7,74","8,81","7,74","73,90","0,37","12,90","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Monforte,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","17,59","28,00","0,00","10,24","11,97","16,00","5,90","1,00","0,00","5,81","2,68","7,29","8,65","7,29","81,13","5,55","11,97","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Monforte,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,64","28,00","9,00","7,54","13,07","16,00","6,68","5,00","0,00","6,86","2,50","8,86","9,64","8,86","82,89","1,44","13,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Monforte,2025-03,Primavera,"31,00","1,00","0,00","30,00","0,00","0,00","17,84","88,00","9,00","15,87","12,77","20,00","6,35","2,00","0,00","4,87","2,58","7,71","9,39","7,71","85,97","5,17","12,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Monforte,2025-04,Primavera,"30,00","10,00","1,00","19,00","0,00","0,00","43,89","96,40","4,80","37,04","17,30","24,00","9,17","3,00","0,00","8,03","3,37","12,13","13,07","12,13","80,17","3,66","17,30","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Monforte,2025-05,Primavera,"31,00","11,00","2,00","18,00","0,00","0,00","54,69","100,00","4,80","32,05","22,58","35,00","12,13","6,00","0,00","11,29","4,32","16,84","17,16","16,94","64,90","1,77","22,58","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Monforte,2025-06,Verão,"30,00","7,00","7,00","16,00","9,00","30,00","51,56","100,00","12,00","27,51","32,20","41,00","17,70","9,00","0,00","13,30","5,97","24,40","24,37","24,50","45,90","0,49","32,20","9,00","0,00","0,00","0,00","2,00",Marginal,Aceitável
Alentejo,Montemor-o-Novo,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"24,00","24,00","14,00","14,00","0,00","10,00","4,00","19,00","20,00","19,00","63,00","1,90","24,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Montemor-o-Novo,2024-07,Verão,"31,00","3,00","6,00","22,00","11,00","35,48","44,43","96,40","20,40","19,01","33,77","41,00","16,00","11,00","0,00","13,65","6,13","24,06","24,10","24,06","52,84","0,08","33,77","11,00","0,00","0,00","0,00","1,00",Marginal,Marginal
Alentejo,Montemor-o-Novo,2024-08,Verão,"31,00","0,00","4,00","27,00","10,00","32,26","38,44","58,00","24,00","7,77","34,48","40,00","16,06","14,00","0,00","13,84","5,94","24,39","24,39","24,23","53,55","0,00","34,48","10,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Montemor-o-Novo,2024-09,Outono,"30,00","13,00","9,00","8,00","2,00","6,67","65,61","100,00","20,40","25,54","28,80","36,00","14,70","10,00","0,00","10,57","5,23","20,60","20,80","20,70","56,67","0,56","28,80","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Montemor-o-Novo,2024-10,Outono,"31,00","26,00","2,00","3,00","0,00","0,00","82,90","100,00","28,00","20,75","22,77","28,00","14,16","9,00","0,00","7,16","4,16","17,74","18,42","17,74","74,06","3,76","22,77","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Montemor-o-Novo,2024-11,Outono,"30,00","20,00","1,00","9,00","0,00","0,00","70,33","96,40","9,00","32,89","20,20","24,00","11,77","6,00","0,00","8,03","4,10","14,90","15,53","14,90","74,17","2,00","20,20","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Montemor-o-Novo,2024-12,Inverno,"31,00","3,00","0,00","28,00","0,00","0,00","32,50","92,80","9,00","20,18","15,97","22,00","6,68","3,00","0,00","8,52","3,10","9,16","10,39","9,16","71,13","0,22","15,97","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Montemor-o-Novo,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","20,12","31,80","0,00","8,57","15,19","19,00","7,42","2,00","0,00","5,68","2,84","9,39","10,77","9,39","79,55","5,72","15,19","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Montemor-o-Novo,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,33","36,00","9,00","8,00","15,89","19,00","7,32","4,00","0,00","6,61","2,86","10,04","11,07","10,04","82,14","1,61","15,89","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Montemor-o-Novo,2025-03,Primavera,"31,00","4,00","0,00","27,00","0,00","0,00","21,43","88,00","0,00","27,44","15,42","22,00","7,32","4,00","0,00","5,13","2,84","9,45","11,00","9,45","85,87","8,28","15,42","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Montemor-o-Novo,2025-04,Primavera,"30,00","14,00","0,00","16,00","0,00","0,00","52,40","96,40","4,80","37,63","19,40","26,00","9,60","5,00","0,00","7,53","3,50","13,37","14,30","13,37","80,20","4,21","19,40","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Montemor-o-Novo,2025-05,Primavera,"31,00","16,00","4,00","11,00","3,00","9,68","64,98","96,40","13,80","27,08","24,42","37,00","11,00","7,00","0,00","11,16","4,29","17,00","17,26","17,00","67,68","1,42","24,42","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Montemor-o-Novo,2025-06,Verão,"30,00","6,00","7,00","17,00","10,00","33,33","49,93","96,40","16,80","25,25","33,40","44,00","15,27","10,00","0,00","13,33","5,73","23,33","23,40","23,33","53,37","0,07","33,40","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Mora,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"23,00","23,00","13,00","13,00","0,00","12,00","4,00","18,00","18,00","18,00","66,00","0,30","23,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Mora,2024-07,Verão,"31,00","10,00","7,00","14,00","4,00","12,90","60,55","100,00","34,00","26,16","31,03","37,00","16,16","11,00","0,00","13,74","5,97","23,16","23,13","23,35","44,39","0,41","31,03","4,00","0,00","0,00","0,00","0,00",Marginal,Bom
Alentejo,Mora,2024-08,Verão,"31,00","1,00","9,00","21,00","3,00","9,68","44,27","100,00","20,40","14,38","32,58","38,00","16,74","12,00","0,00","13,81","6,23","24,10","24,03","24,35","38,68","0,00","32,58","3,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Mora,2024-09,Outono,"30,00","21,00","3,00","6,00","0,00","0,00","77,92","96,40","28,00","23,23","23,73","29,00","11,60","6,00","0,00","10,77","4,50","16,77","17,07","16,77","51,93","1,24","23,73","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
