Regiao,municipio,ano_mes,estacao,dias_no_mes,dias_bons,dias_aceitaveis,dias_marginais,extremos,percentual_extremos,media_score,score_max,score_min,score_std,media_maxtemp,maxtemp_max,media_mintemp,mintemp_min,media_totalSnow_cm,media_sunHour,media_uvIndex,media_FeelsLikeC,media_HeatIndexC,media_WindChillC,media_humidity,media_precipMM,media_tempC,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,class_mais_comum,classificacao_mes
Norte,Pacos de Ferreira,2024-12,Inverno,"31,00","0,00","1,00","30,00","1,00","3,23","25,97","50,80","9,00","7,03","13,65","19,00","6,19","3,00","0,00","8,90","2,97","8,42","9,32","8,42","74,39","2,35","13,65","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Pacos de Ferreira,2025-01,Inverno,"31,00","0,00","0,00","31,00","4,00","12,90","16,58","28,00","0,00","10,23","13,03","16,00","7,00","2,00","0,00","5,39","2,65","8,39","9,71","8,39","79,84","13,51","13,03","0,00","0,00","4,00","0,00","0,00",Marginal,Marginal
Norte,Pacos de Ferreira,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,51","28,00","0,00","8,07","14,29","17,00","7,00","3,00","0,00","5,89","2,68","9,64","10,21","9,64","79,75","3,44","14,29","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Pacos de Ferreira,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","26,99","92,80","0,00","23,06","14,68","22,00","6,87","3,00","0,00","6,81","2,84","9,45","10,52","9,45","77,35","6,12","14,68","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Pacos de Ferreira,2025-04,Primavera,"30,00","11,00","0,00","19,00","1,00","3,33","45,00","100,00","0,00","38,56","18,70","27,00","9,67","4,00","0,00","7,40","3,43","13,30","13,93","13,30","77,33","7,15","18,70","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Pacos de Ferreira,2025-05,Primavera,"31,00","14,00","5,00","12,00","0,00","0,00","61,77","96,40","13,80","30,16","22,29","34,00","11,55","7,00","0,00","10,19","4,03","16,48","16,61","16,48","69,13","3,07","22,29","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Pacos de Ferreira,2025-06,Verão,"30,00","15,00","3,00","12,00","2,00","6,67","68,28","96,40","30,40","28,17","29,13","40,00","15,50","12,00","0,00","13,67","5,30","21,73","22,00","21,63","60,53","0,27","29,13","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Paredes,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"21,00","21,00","14,00","14,00","0,00","9,00","4,00","17,00","17,00","17,00","76,00","2,30","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Paredes,2024-07,Verão,"31,00","18,00","5,00","8,00","3,00","9,68","73,88","100,00","30,40","26,74","28,32","38,00","16,48","11,00","0,00","12,68","5,65","22,29","22,48","21,84","60,61","1,46","28,32","3,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Norte,Paredes,2024-08,Verão,"31,00","12,00","12,00","7,00","1,00","3,23","69,19","100,00","34,00","24,96","29,58","36,00","16,52","13,00","0,00","13,74","5,81","22,45","22,68","22,29","58,29","0,07","29,58","1,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Norte,Paredes,2024-09,Outono,"30,00","22,00","5,00","3,00","1,00","3,33","80,48","100,00","26,40","23,07","24,93","32,00","13,70","9,00","0,00","10,07","4,77","18,47","18,70","18,50","59,30","2,63","24,93","0,00","0,00","1,00","0,00","0,00",Excelente,Excelente
Norte,Paredes,2024-10,Outono,"31,00","17,00","1,00","13,00","1,00","3,23","61,17","100,00","8,40","32,97","19,87","25,00","13,10","7,00","0,00","6,03","3,84","16,06","16,23","16,06","79,97","9,58","19,87","0,00","0,00","1,00","0,00","0,00",Excelente,Bom
Norte,Paredes,2024-11,Outono,"30,00","10,00","2,00","18,00","0,00","0,00","49,63","96,40","8,40","34,07","18,30","22,00","11,60","7,00","0,00","7,47","3,80","13,97","14,27","13,97","74,77","4,45","18,30","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Paredes,2024-12,Inverno,"31,00","0,00","1,00","30,00","1,00","3,23","25,97","50,80","9,00","7,03","13,65","19,00","6,19","3,00","0,00","8,90","2,97","8,42","9,32","8,42","74,39","2,35","13,65","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Paredes,2025-01,Inverno,"31,00","0,00","0,00","31,00","4,00","12,90","16,58","28,00","0,00","10,23","13,03","16,00","7,00","2,00","0,00","5,45","2,65","8,39","9,71","8,39","79,84","13,51","13,03","0,00","0,00","4,00","0,00","0,00",Marginal,Marginal
Norte,Paredes,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,51","28,00","0,00","8,07","14,29","17,00","7,00","3,00","0,00","5,89","2,68","9,64","10,21","9,64","79,75","3,44","14,29","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Paredes,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","26,99","92,80","0,00","23,06","14,68","22,00","6,87","3,00","0,00","6,81","2,84","9,45","10,52","9,45","77,35","6,12","14,68","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Paredes,2025-04,Primavera,"30,00","11,00","0,00","19,00","1,00","3,33","45,00","100,00","0,00","38,56","18,70","27,00","9,67","4,00","0,00","7,40","3,43","13,30","13,93","13,30","77,33","7,15","18,70","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Paredes,2025-05,Primavera,"31,00","14,00","5,00","12,00","0,00","0,00","61,77","96,40","13,80","30,16","22,29","34,00","11,55","7,00","0,00","10,19","4,03","16,48","16,61","16,48","69,13","3,07","22,29","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Paredes,2025-06,Verão,"30,00","15,00","3,00","12,00","2,00","6,67","68,28","96,40","30,40","28,17","29,13","40,00","15,50","12,00","0,00","13,60","5,30","21,73","22,00","21,63","60,53","0,27","29,13","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Paredes de Coura,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"22,00","22,00","14,00","14,00","0,00","12,00","4,00","17,00","17,00","17,00","78,00","1,60","22,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Paredes de Coura,2024-07,Verão,"31,00","15,00","8,00","8,00","1,00","3,23","69,64","96,40","30,40","25,06","27,77","36,00","15,71","11,00","0,00","12,74","5,39","21,84","22,13","21,39","65,48","1,69","27,77","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Paredes de Coura,2024-08,Verão,"31,00","11,00","15,00","5,00","0,00","0,00","68,49","100,00","36,40","23,80","29,16","35,00","16,16","12,00","0,00","13,77","5,77","22,32","22,58","22,00","60,81","0,07","29,16","0,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Norte,Paredes de Coura,2024-09,Outono,"30,00","22,00","2,00","6,00","2,00","6,67","77,55","100,00","17,40","27,28","24,57","33,00","12,90","9,00","0,00","9,97","4,60","18,03","18,27","18,07","64,93","4,67","24,57","0,00","0,00","2,00","0,00","0,00",Excelente,Muito Bom
Norte,Paredes de Coura,2024-10,Outono,"31,00","18,00","0,00","13,00","2,00","6,45","58,30","96,40","4,40","32,24","19,97","26,00","13,16","7,00","0,00","5,74","4,00","15,94","16,35","15,94","84,94","10,89","19,97","0,00","0,00","2,00","0,00","0,00",Marginal,Aceitável
Norte,Paredes de Coura,2024-11,Outono,"30,00","11,00","1,00","18,00","1,00","3,33","51,56","96,40","9,00","33,61","18,90","24,00","11,53","7,00","0,00","7,27","3,77","14,17","14,63","14,17","78,33","3,94","18,90","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
Norte,Paredes de Coura,2024-12,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","23,56","32,80","4,40","6,15","14,68","18,00","6,84","3,00","0,00","8,23","2,97","9,26","10,10","9,26","79,97","2,80","14,68","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Paredes de Coura,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","15,36","28,00","0,00","11,28","13,71","17,00","7,48","2,00","0,00","4,61","2,74","9,10","10,32","9,10","82,58","14,93","13,71","0,00","0,00","5,00","0,00","0,00",Marginal,Marginal
Norte,Paredes de Coura,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","17,85","32,80","0,00","9,98","14,61","18,00","7,25","4,00","0,00","4,96","2,79","9,96","10,50","9,96","82,36","5,01","14,61","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Paredes de Coura,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","27,40","92,80","0,00","23,80","15,71","24,00","6,68","2,00","0,00","6,81","2,90","9,87","10,97","9,87","79,06","5,20","15,71","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Paredes de Coura,2025-04,Primavera,"30,00","12,00","1,00","17,00","2,00","6,67","47,89","96,40","0,00","37,34","18,97","27,00","9,60","5,00","0,00","7,67","3,53","13,50","14,23","13,50","79,70","7,81","18,97","0,00","0,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Paredes de Coura,2025-05,Primavera,"31,00","17,00","4,00","10,00","0,00","0,00","65,34","96,40","13,80","30,92","22,13","32,00","10,94","7,00","0,00","10,61","4,03","16,29","16,55","16,26","72,71","2,70","22,13","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Paredes de Coura,2025-06,Verão,"30,00","16,00","5,00","9,00","2,00","6,67","68,70","100,00","30,40","24,54","28,10","38,00","13,37","9,00","0,00","13,50","5,10","20,60","20,93","20,43","65,80","0,38","28,10","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Penafiel,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"21,00","21,00","14,00","14,00","0,00","9,00","4,00","17,00","17,00","17,00","76,00","2,30","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Penafiel,2024-07,Verão,"31,00","18,00","5,00","8,00","3,00","9,68","73,88","100,00","30,40","26,74","28,32","38,00","16,48","11,00","0,00","12,68","5,65","22,29","22,48","21,84","60,61","1,46","28,32","3,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Norte,Penafiel,2024-08,Verão,"31,00","12,00","12,00","7,00","1,00","3,23","69,19","100,00","34,00","24,96","29,58","36,00","16,52","13,00","0,00","13,74","5,81","22,45","22,68","22,29","58,29","0,07","29,58","1,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Norte,Penafiel,2024-09,Outono,"30,00","22,00","5,00","3,00","1,00","3,33","80,48","100,00","26,40","23,07","24,93","32,00","13,70","9,00","0,00","10,07","4,77","18,47","18,70","18,50","59,30","2,63","24,93","0,00","0,00","1,00","0,00","0,00",Excelente,Excelente
Norte,Penafiel,2024-10,Outono,"31,00","17,00","1,00","13,00","1,00","3,23","61,17","100,00","8,40","32,97","19,87","25,00","13,10","7,00","0,00","6,03","3,84","16,06","16,23","16,06","79,97","9,58","19,87","0,00","0,00","1,00","0,00","0,00",Excelente,Bom
Norte,Penafiel,2024-11,Outono,"30,00","10,00","2,00","18,00","0,00","0,00","49,63","96,40","8,40","34,07","18,30","22,00","11,60","7,00","0,00","7,47","3,80","13,97","14,27","13,97","74,77","4,45","18,30","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penafiel,2024-12,Inverno,"31,00","0,00","1,00","30,00","1,00","3,23","25,97","50,80","9,00","7,03","13,65","19,00","6,19","3,00","0,00","8,90","2,97","8,42","9,32","8,42","74,39","2,35","13,65","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Penafiel,2025-01,Inverno,"31,00","0,00","0,00","31,00","4,00","12,90","16,58","28,00","0,00","10,23","13,03","16,00","7,00","2,00","0,00","5,45","2,65","8,39","9,71","8,39","79,84","13,51","13,03","0,00","0,00","4,00","0,00","0,00",Marginal,Marginal
Norte,Penafiel,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,51","28,00","0,00","8,07","14,29","17,00","7,00","3,00","0,00","5,89","2,68","9,64","10,21","9,64","79,75","3,44","14,29","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penafiel,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","26,99","92,80","0,00","23,06","14,68","22,00","6,87","3,00","0,00","6,81","2,84","9,45","10,52","9,45","77,35","6,12","14,68","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Penafiel,2025-04,Primavera,"30,00","11,00","0,00","19,00","1,00","3,33","45,00","100,00","0,00","38,56","18,70","27,00","9,67","4,00","0,00","7,40","3,43","13,30","13,93","13,30","77,33","7,15","18,70","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Penafiel,2025-05,Primavera,"31,00","14,00","5,00","12,00","0,00","0,00","61,77","96,40","13,80","30,16","22,29","34,00","11,55","7,00","0,00","10,19","4,03","16,48","16,61","16,48","69,13","3,07","22,29","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Penafiel,2025-06,Verão,"30,00","15,00","3,00","12,00","2,00","6,67","68,28","96,40","30,40","28,17","29,13","40,00","15,50","12,00","0,00","13,63","5,30","21,73","22,00","21,63","60,53","0,27","29,13","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Penedono,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"21,00","21,00","13,00","13,00","0,00","8,00","4,00","17,00","17,00","17,00","71,00","1,20","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Penedono,2024-07,Verão,"31,00","12,00","6,00","13,00","3,00","9,68","62,55","100,00","16,80","29,23","30,19","37,00","17,32","11,00","0,00","13,42","6,00","23,32","23,45","23,16","48,42","0,15","30,19","3,00","0,00","0,00","0,00","0,00",Marginal,Bom
Norte,Penedono,2024-08,Verão,"31,00","2,00","13,00","16,00","3,00","9,68","49,47","100,00","24,00","17,29","32,42","38,00","18,29","14,00","0,00","13,87","6,29","24,39","24,39","24,42","43,55","0,00","32,42","3,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penedono,2024-09,Outono,"30,00","22,00","2,00","6,00","0,00","0,00","80,29","100,00","17,40","26,05","24,13","29,00","13,47","9,00","0,00","10,33","4,70","18,03","18,23","18,03","52,87","2,01","24,13","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Penedono,2024-10,Outono,"31,00","14,00","0,00","17,00","1,00","3,23","53,69","96,40","4,40","35,58","18,65","23,00","12,23","7,00","0,00","5,97","3,74","14,74","14,94","14,74","77,35","6,18","18,65","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
Norte,Penedono,2024-11,Outono,"30,00","0,00","7,00","23,00","0,00","0,00","30,79","54,40","9,00","13,50","16,07","19,00","10,03","6,00","0,00","7,53","3,30","12,13","12,47","12,13","74,10","2,93","16,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penedono,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","26,32","32,80","9,00","4,68","11,03","17,00","4,77","2,00","0,00","8,74","2,61","6,58","7,45","6,58","72,61","0,54","11,03","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penedono,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","16,86","28,00","0,00","9,77","10,87","16,00","5,03","0,00","0,00","5,26","2,23","6,32","7,55","6,32","78,77","7,93","10,87","0,00","1,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Penedono,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,89","28,00","0,00","9,53","12,79","15,00","5,75","2,00","0,00","5,64","2,36","8,18","8,82","8,18","77,32","2,10","12,79","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penedono,2025-03,Primavera,"31,00","2,00","0,00","29,00","0,00","0,00","23,87","88,00","0,00","20,70","12,77","20,00","5,26","2,00","0,00","5,19","2,45","7,45","8,68","7,45","76,52","5,20","12,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penedono,2025-04,Primavera,"30,00","12,00","0,00","18,00","0,00","0,00","45,71","96,40","0,00","38,65","17,40","24,00","8,37","4,00","0,00","7,63","3,20","12,07","12,63","12,07","72,80","3,75","17,40","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Penedono,2025-05,Primavera,"31,00","11,00","4,00","16,00","0,00","0,00","55,29","96,40","13,80","30,63","21,48","33,00","11,00","6,00","0,00","10,55","4,06","15,77","16,03","15,81","63,16","1,98","21,48","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Penedono,2025-06,Verão,"30,00","14,00","4,00","12,00","3,00","10,00","66,44","100,00","26,80","28,82","29,53","39,00","16,27","11,00","0,00","14,23","5,43","22,43","22,63","22,43","51,03","0,35","29,53","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Peso da Regua,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"21,00","21,00","13,00","13,00","0,00","8,00","4,00","17,00","17,00","17,00","71,00","1,20","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Peso da Regua,2024-07,Verão,"31,00","12,00","6,00","13,00","3,00","9,68","62,55","100,00","16,80","29,23","30,19","37,00","17,32","11,00","0,00","13,52","6,00","23,32","23,45","23,16","48,42","0,15","30,19","3,00","0,00","0,00","0,00","0,00",Marginal,Bom
Norte,Peso da Regua,2024-08,Verão,"31,00","2,00","13,00","16,00","3,00","9,68","49,47","100,00","24,00","17,29","32,42","38,00","18,29","14,00","0,00","13,87","6,29","24,39","24,39","24,42","43,55","0,00","32,42","3,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Peso da Regua,2024-09,Outono,"30,00","22,00","2,00","6,00","0,00","0,00","80,29","100,00","17,40","26,05","24,13","29,00","13,47","9,00","0,00","10,33","4,70","18,03","18,23","18,03","52,87","2,01","24,13","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Peso da Regua,2024-10,Outono,"31,00","14,00","0,00","17,00","1,00","3,23","53,69","96,40","4,40","35,58","18,65","23,00","12,23","7,00","0,00","5,94","3,74","14,74","14,94","14,74","77,35","6,18","18,65","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
Norte,Peso da Regua,2024-11,Outono,"30,00","0,00","7,00","23,00","0,00","0,00","30,79","54,40","9,00","13,50","16,07","19,00","10,03","6,00","0,00","7,53","3,30","12,13","12,47","12,13","74,10","2,93","16,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Peso da Regua,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","26,32","32,80","9,00","4,68","11,03","17,00","4,77","2,00","0,00","8,74","2,61","6,58","7,45","6,58","72,61","0,54","11,03","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Peso da Regua,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","16,86","28,00","0,00","9,77","10,87","16,00","5,03","0,00","0,00","5,26","2,23","6,32","7,55","6,32","78,77","7,93","10,87","0,00","1,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Peso da Regua,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,89","28,00","0,00","9,53","12,79","15,00","5,75","2,00","0,00","5,64","2,36","8,18","8,82","8,18","77,32","2,10","12,79","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Peso da Regua,2025-03,Primavera,"31,00","2,00","0,00","29,00","0,00","0,00","23,87","88,00","0,00","20,70","12,77","20,00","5,26","2,00","0,00","5,19","2,45","7,45","8,68","7,45","76,52","5,20","12,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Peso da Regua,2025-04,Primavera,"30,00","12,00","0,00","18,00","0,00","0,00","45,71","96,40","0,00","38,65","17,40","24,00","8,37","4,00","0,00","7,63","3,20","12,07","12,63","12,07","72,80","3,75","17,40","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Peso da Regua,2025-05,Primavera,"31,00","11,00","4,00","16,00","0,00","0,00","55,29","96,40","13,80","30,63","21,48","33,00","11,00","6,00","0,00","10,55","4,06","15,77","16,03","15,81","63,16","1,98","21,48","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Peso da Regua,2025-06,Verão,"30,00","14,00","4,00","12,00","3,00","10,00","66,44","100,00","26,80","28,82","29,53","39,00","16,27","11,00","0,00","14,27","5,43","22,43","22,63","22,43","51,03","0,35","29,53","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Ponte da Barca,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"22,00","22,00","14,00","14,00","0,00","12,00","4,00","17,00","17,00","17,00","78,00","1,60","22,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Ponte da Barca,2024-07,Verão,"31,00","15,00","8,00","8,00","1,00","3,23","69,64","96,40","30,40","25,06","27,77","36,00","15,71","11,00","0,00","12,71","5,39","21,84","22,13","21,39","65,48","1,69","27,77","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Ponte da Barca,2024-08,Verão,"31,00","11,00","15,00","5,00","0,00","0,00","68,49","100,00","36,40","23,80","29,16","35,00","16,16","12,00","0,00","13,77","5,77","22,32","22,58","22,00","60,81","0,07","29,16","0,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Norte,Ponte da Barca,2024-09,Outono,"30,00","22,00","2,00","6,00","2,00","6,67","77,55","100,00","17,40","27,28","24,57","33,00","12,90","9,00","0,00","9,97","4,60","18,03","18,27","18,07","64,93","4,67","24,57","0,00","0,00","2,00","0,00","0,00",Excelente,Muito Bom
Norte,Ponte da Barca,2024-10,Outono,"31,00","18,00","0,00","13,00","2,00","6,45","58,30","96,40","4,40","32,24","19,97","26,00","13,16","7,00","0,00","5,77","4,00","15,94","16,35","15,94","84,94","10,89","19,97","0,00","0,00","2,00","0,00","0,00",Marginal,Aceitável
Norte,Ponte da Barca,2024-11,Outono,"30,00","11,00","1,00","18,00","1,00","3,33","51,56","96,40","9,00","33,61","18,90","24,00","11,53","7,00","0,00","7,27","3,77","14,17","14,63","14,17","78,33","3,94","18,90","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
Norte,Ponte da Barca,2024-12,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","23,56","32,80","4,40","6,15","14,68","18,00","6,84","3,00","0,00","8,29","2,97","9,26","10,10","9,26","79,97","2,80","14,68","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Ponte da Barca,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","15,36","28,00","0,00","11,28","13,71","17,00","7,48","2,00","0,00","4,65","2,74","9,10","10,32","9,10","82,58","14,93","13,71","0,00","0,00","5,00","0,00","0,00",Marginal,Marginal
Norte,Ponte da Barca,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","17,85","32,80","0,00","9,98","14,61","18,00","7,25","4,00","0,00","4,96","2,79","9,96","10,50","9,96","82,36","5,01","14,61","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ponte da Barca,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","27,40","92,80","0,00","23,80","15,71","24,00","6,68","2,00","0,00","6,81","2,90","9,87","10,97","9,87","79,06","5,20","15,71","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Ponte da Barca,2025-04,Primavera,"30,00","12,00","1,00","17,00","2,00","6,67","47,89","96,40","0,00","37,34","18,97","27,00","9,60","5,00","0,00","7,67","3,53","13,50","14,23","13,50","79,70","7,81","18,97","0,00","0,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Ponte da Barca,2025-05,Primavera,"31,00","17,00","4,00","10,00","0,00","0,00","65,34","96,40","13,80","30,92","22,13","32,00","10,94","7,00","0,00","10,58","4,03","16,29","16,55","16,26","72,71","2,70","22,13","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Ponte da Barca,2025-06,Verão,"30,00","16,00","5,00","9,00","2,00","6,67","68,70","100,00","30,40","24,54","28,10","38,00","13,37","9,00","0,00","13,53","5,10","20,60","20,93","20,43","65,80","0,38","28,10","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Ponte de Lima,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"22,00","22,00","14,00","14,00","0,00","12,00","4,00","17,00","17,00","17,00","78,00","1,60","22,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Ponte de Lima,2024-07,Verão,"31,00","15,00","8,00","8,00","1,00","3,23","69,64","96,40","30,40","25,06","27,77","36,00","15,71","11,00","0,00","12,71","5,39","21,84","22,13","21,39","65,48","1,69","27,77","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Ponte de Lima,2024-08,Verão,"31,00","11,00","15,00","5,00","0,00","0,00","68,49","100,00","36,40","23,80","29,16","35,00","16,16","12,00","0,00","13,74","5,77","22,32","22,58","22,00","60,81","0,07","29,16","0,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Norte,Ponte de Lima,2024-09,Outono,"30,00","22,00","2,00","6,00","2,00","6,67","77,55","100,00","17,40","27,28","24,57","33,00","12,90","9,00","0,00","9,97","4,60","18,03","18,27","18,07","64,93","4,67","24,57","0,00","0,00","2,00","0,00","0,00",Excelente,Muito Bom
Norte,Ponte de Lima,2024-10,Outono,"31,00","18,00","0,00","13,00","2,00","6,45","58,30","96,40","4,40","32,24","19,97","26,00","13,16","7,00","0,00","5,74","4,00","15,94","16,35","15,94","84,94","10,89","19,97","0,00","0,00","2,00","0,00","0,00",Marginal,Aceitável
Norte,Ponte de Lima,2024-11,Outono,"30,00","11,00","1,00","18,00","1,00","3,33","51,56","96,40","9,00","33,61","18,90","24,00","11,53","7,00","0,00","7,27","3,77","14,17","14,63","14,17","78,33","3,94","18,90","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
Norte,Ponte de Lima,2024-12,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","23,56","32,80","4,40","6,15","14,68","18,00","6,84","3,00","0,00","8,26","2,97","9,26","10,10","9,26","79,97","2,80","14,68","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Ponte de Lima,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","15,36","28,00","0,00","11,28","13,71","17,00","7,48","2,00","0,00","4,61","2,74","9,10","10,32","9,10","82,58","14,93","13,71","0,00","0,00","5,00","0,00","0,00",Marginal,Marginal
Norte,Ponte de Lima,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","17,85","32,80","0,00","9,98","14,61","18,00","7,25","4,00","0,00","4,96","2,79","9,96","10,50","9,96","82,36","5,01","14,61","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ponte de Lima,2025-03,Primavera,"31,00","3,00","0,00","28,00","1,00","3,23","27,40","92,80","0,00","23,80","15,71","24,00","6,68","2,00","0,00","6,81","2,90","9,87","10,97","9,87","79,06","5,20","15,71","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
