Ano,Regiao,Qtd.Populacao.Homens,Qtd.Populacao.Mulheres,Qtd.Populacao.0_4_anos,Qtd.Populacao.5_9_anos,Qtd.Populacao.10_14_anos,Qtd.Populacao.15_19_anos,Qtd.Populacao.20_24_anos,Qtd.Populacao.25_29_anos,Qtd.Populacao.30_34_anos,Qtd.Populacao.35_39_anos,Qtd.Populacao.40_44_anos,Qtd.Populacao.45_49_anos,Qtd.Populacao.50_54_anos,Qtd.Populacao.55_59_anos,Qtd.Populacao.60_64_anos,Qtd.Populacao.65_69_anos,Qtd.Populacao.70_74_anos,Qtd.Populacao.75_79_anos,Qtd.Populacao.80_84_anos,Qtd.Populacao.85_ou_mais_anos,Qtd.Populacao.Total,Qtd.Populacao.Total.Criancas,Qtd.Populacao.Total.Adolescentes,Qtd.Populacao.Total.Jovens_Adultos,Qtd.Populacao.Total.Adultos,Qtd.Populacao.Total.Idosos,Qtd.Populacao.Proporcao.Criancas,Qtd.Populacao.Proporcao.Adolescentes,Qtd.Populacao.Proporcao.Jovens_Adultos,Qtd.Populacao.Proporcao.Adultos,Qtd.Populacao.Proporcao.Idosos,Qtd.Populacao.Densidade,Qtd.Populacao.Estrangeira.Africa,Qtd.Populacao.Estrangeira.Angola,Qtd.Populacao.Estrangeira.Cabo_Verde,Qtd.Populacao.Estrangeira.Guine_Bissau,Qtd.Populacao.Estrangeira.Mocambique,Qtd.Populacao.Estrangeira.Sao_Tome_e_Principe,Qtd.Populacao.Estrangeira.America,Qtd.Populacao.Estrangeira.Brasil,Qtd.Populacao.Estrangeira.Asia,Qtd.Populacao.Estrangeira.China,Qtd.Populacao.Estrangeira.India,Qtd.Populacao.Estrangeira.Nepal,Qtd.Populacao.Estrangeira.Europa,Qtd.Populacao.Estrangeira.Espanha,Qtd.Populacao.Estrangeira.Franca,Qtd.Populacao.Estrangeira.Italia,Qtd.Populacao.Estrangeira.Republica_da_Moldova,Qtd.Populacao.Estrangeira.Reino_Unido,Qtd.Populacao.Estrangeira.Romenia,Qtd.Populacao.Estrangeira.Ucrania,Qtd.Populacao.Estrangeira.Total,Qtd.Empregados.Inferior.1.Ciclo,Qtd.Empregados.Basico.1.Ciclo,Qtd.Empregados.Basico.2.Ciclo,Qtd.Empregados.Basico.3.Ciclo,Qtd.Empregados.Secundario,Qtd.Empregados.TecnicoSuperiorProfissional,Qtd.Empregados.Bacharelado,Qtd.Empregados.Licenciatura,Qtd.Empregados.Mestrado,Qtd.Empregados.Doutorado,Qtd.Empregados.Total,Qtd.Desempregados.Faixa.<25,Qtd.Desempregados.Faixa.25-34,Qtd.Desempregados.Faixa.35-44,Qtd.Desempregados.Faixa.45-54,Qtd.Desempregados.Faixa.>55,Qtd.Desempregados.Faixa.Total,Qtd.Empregos.Ramo.Agricultura_Caca_Floresta_Pesca,Qtd.Empregos.Ramo.Agricultura_Servicos_Relacionados,Qtd.Empregos.Ramo.Silvicultura_Exploracao_Florestal,Qtd.Empregos.Ramo.Pesca_Aquicultura,Qtd.Empregos.Ramo.Industrias_Extrativas,Qtd.Empregos.Ramo.Industrias_Transformadoras,Qtd.Empregos.Ramo.Energia_Eletricidade_Gas,Qtd.Empregos.Ramo.Saneamento_Agua_Residuos,Qtd.Empregos.Ramo.Construcao,Qtd.Empregos.Ramo.Promocao_Imobiliaria_Construcao,Qtd.Empregos.Ramo.Engenharia_Civil,Qtd.Empregos.Ramo.Construcao_Especializada,Qtd.Empregos.Ramo.Comercio_Manutencao_Veiculos,Qtd.Empregos.Ramo.Comercio_Reparacao_Veiculos,Qtd.Empregos.Ramo.Comercio_Por_Grosso,Qtd.Empregos.Ramo.Comercio_A_Retalho,Qtd.Empregos.Ramo.Transportes_Armazenagem,Qtd.Empregos.Ramo.Alojamento_Restauracao,Qtd.Empregos.Ramo.Alojamento,Qtd.Empregos.Ramo.Restauracao,Qtd.Empregos.Ramo.Informacao_Comunicacao,Qtd.Empregos.Ramo.Atividades_Imobiliarias,Qtd.Empregos.Ramo.Consultoria_Cientifica_Tecnica,Qtd.Empregos.Ramo.Juridico_Contabilidade,Qtd.Empregos.Ramo.Consultoria_Gestao,Qtd.Empregos.Ramo.Engenharia_Arquitetura_Analises,Qtd.Empregos.Ramo.Servicos_Administrativos_Apoio,Qtd.Empregos.Ramo.Educacao,Qtd.Empregos.Ramo.Saude_Apoio_Social,Qtd.Empregos.Ramo.Artes_Cultura,Qtd.Empregos.Ramo.Outros_Servicos,Qtd.Empregos.Ramo.Total,Qtd.Renda.Media.Mensal,Qtd.Renda.Escolaridade.Inferior.1.Ciclo,Qtd.Renda.Escolaridade.Basico.1.Ciclo,Qtd.Renda.Escolaridade.Basico.2.Ciclo,Qtd.Renda.Escolaridade.Basico.3.Ciclo,Qtd.Renda.Escolaridade.Secundario,Qtd.Renda.Escolaridade.TecnicoSuperiorProfissional,Qtd.Renda.Escolaridade.Bacharelado,Qtd.Renda.Escolaridade.Licenciatura,Qtd.Renda.Escolaridade.Mestrado,Qtd.Renda.Escolaridade.Doutorado,Qtd.Renda.Escolaridade.Total,Qtd.Renda.Poder_de_Compra,Qtd.Habitacao.Quartos.T0_T1,Qtd.Habitacao.Quartos.T2,Qtd.Habitacao.Quartos.T3,Qtd.Habitacao.Quartos.T4_ou_mais,Qtd.Habitacao.Quartos.Total,Qtd.Habitacao.Familiar,Qtd.Habitacao.Outros,Qtd.Habitacao.Ampliacoes_Alteracoes_Reconstrucoes,Qtd.Habitacao.Novas,Qtd.Habitacao.Total,Valor.Habitacao.Arendamento.m2,Valor.Habitacao.Arendamento.100m2,Valor.Habitacao.Arendamento.80m2,Qtd.Hospitais.Publico.Privado,Qtd.Hospitais.Privado,Qtd.Hospitais.Publico,Qtd.Hospitais.Total,Qtd.Farmacias,Qtd.Ensino.NSuperior.Privado,Qtd.Ensino.NSuperior.Publico,Qtd.Ensino.NSuperior.artistica,Qtd.Ensino.NSuperior.basica,Qtd.Ensino.NSuperior.basica.secundaria,Qtd.Ensino.NSuperior.profissional,Qtd.Ensino.NSuperior.secundaria,Qtd.Ensino.NSuperior.Jardim_de_infancia,Qtd.Ensino.NSuperior.Total,Qtd.Ensino.Superior.Privado,Qtd.Ensino.Superior.Publico,Qtd.Ensino.Superior.Total,Qtd.Estabelecimentos.Bancarios,Qtd.Depositos.De.Imigrantes,Qtd.Depositos.De.Outros.Clientes,Qtd.Depositos.Total,Qtd.Cinemas,Qtd.Sessoes
"2.023,00",Sernancelhe,"2.804,00","2.989,00","141,00","165,00","198,00","220,00","302,00","302,00","266,00","264,00","343,00","360,00","360,00","468,00","532,00","479,00","415,00","363,00","293,00","322,00","5.793,00","306,00","418,00","302,00","2.363,00","2.404,00","5,28","7,22","5,21","40,79","41,50","25,30","0,00","1,00","9,00","0,00","0,00","14,00","0,00","50,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","5,00","140,00","0,00","68,00","119,00","242,00","375,00","0,00","4,00","110,00","8,00","0,00","931,00","24,30","30,70","24,30","27,60","67,70","174,50","445,00","421,00","24,00","0,00","0,00","0,00","0,00","0,00","229,00","127,00","27,00","75,00","311,00","60,00","106,00","145,00","65,00","124,00","29,00","95,00","0,00","8,00","52,00","16,00","0,00","28,00","57,00","42,00","49,00","11,00","31,00","1.919,00","1.023,20","879,00","921,60","940,00","954,80","1.021,30","0,00","1.062,60","1.341,10","980,20","0,00","1.023,20","0,04","0,00","3,00","9,00","1,00","13,00","32,00","22,00","12,00","42,00","54,00",,,,"0,00","0,00","0,00","0,00","2,00","4,00","4,00","0,00","2,00","0,00","2,00","0,00","4,00","8,00","0,00","0,00","0,00","2,00","25.012,00","139.397,00","164.409,00","0,00","0,00"
"2.023,00",Serpa,"6.834,00","6.897,00","557,00","541,00","527,00","609,00","696,00","646,00","679,00","632,00","803,00","886,00","1.007,00","1.089,00","1.146,00","1.035,00","902,00","767,00","547,00","662,00","13.731,00","1.098,00","1.136,00","696,00","5.742,00","5.059,00","8,00","8,27","5,07","41,82","36,84","12,40","0,00","1,00","3,00","7,00","0,00","0,00","0,00","116,00","0,00","15,00","0,00","0,00","0,00","0,00","0,00","0,00","13,00","15,00","51,00","13,00","666,00","0,00","145,00","294,00","627,00","653,00","4,00","13,00","173,00","32,00","0,00","1.955,00","86,60","112,80","96,20","125,60","158,10","579,20","1.923,00","1.909,00","14,00","0,00","0,00","407,00","8,00","0,00","382,00","244,00","0,00","138,00","895,00","98,00","247,00","550,00","0,00","342,00","105,00","237,00","12,00","23,00","151,00","32,00","18,00","53,00","218,00","49,00","89,00","0,00","90,00","4.711,00","1.102,10","928,40","1.009,60","1.020,90","1.035,00","1.089,50","991,50","1.554,10","1.498,50","1.512,90","0,00","1.102,10","0,10","1,00","1,00","9,00","2,00","13,00","34,00","10,00","10,00","34,00","44,00",,,,"0,00","0,00","0,00","0,00","5,00","2,00","24,00","0,00","18,00","0,00","2,00","2,00","4,00","26,00","0,00","0,00","0,00","3,00","8.260,00","215.932,00","224.192,00","0,00","62,00"
"2.023,00",Sertã,"7.234,00","7.666,00","429,00","526,00","579,00","654,00","758,00","723,00","665,00","702,00","829,00","948,00","1.007,00","1.111,00","1.209,00","1.155,00","1.035,00","922,00","749,00","899,00","14.900,00","955,00","1.233,00","758,00","5.985,00","5.969,00","6,41","8,28","5,09","40,17","40,06","33,40","0,00","37,00","2,00","0,00","0,00","109,00","0,00","165,00","0,00","15,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","224,00","3,00","3,00","888,00","0,00","206,00","204,00","641,00","1.096,00","3,00","23,00","243,00","26,00","0,00","2.449,00","73,20","80,90","84,90","69,40","120,30","428,70","372,00","118,00","246,00","8,00","0,00","735,00","18,00","189,00","655,00","323,00","119,00","213,00","1.008,00","220,00","184,00","604,00","201,00","430,00","146,00","284,00","32,00","87,00","175,00","66,00","17,00","45,00","219,00","107,00","111,00","40,00","109,00","4.488,00","1.083,90","0,00","999,60","999,00","1.026,60","1.031,50","1.348,00","1.685,30","1.484,30","1.527,50","2.294,20","1.084,00","0,11","0,00","0,00","6,00","2,00","8,00","16,00","6,00","0,00","22,00","22,00",4.17,417.0,333.6,"0,00","0,00","0,00","0,00","4,00","8,00","26,00","0,00","16,00","2,00","2,00","2,00","12,00","34,00","0,00","0,00","0,00","5,00","18.381,00","253.762,00","272.143,00","1,00","2,00"
"2.023,00",Sesimbra,"26.818,00","28.686,00","2.461,00","2.770,00","2.952,00","3.100,00","3.032,00","2.833,00","2.987,00","3.411,00","4.288,00","4.768,00","4.210,00","3.677,00","3.484,00","3.161,00","2.847,00","2.420,00","1.623,00","1.480,00","55.504,00","5.231,00","6.052,00","3.032,00","26.174,00","15.015,00","9,42","10,90","5,46","47,16","27,05","283,60","0,00","246,00","127,00","35,00","0,00","45,00","0,00","2.190,00","0,00","105,00","0,00","0,00","0,00","0,00","0,00","0,00","86,00","130,00","129,00","97,00","4.570,00","35,00","526,00","554,00","1.726,00","1.978,00","4,00","41,00","486,00","68,00","4,00","5.435,00","119,10","233,30","266,30","259,90","322,60","1.201,10","692,00","74,00","19,00","599,00","0,00","707,00","22,00","0,00","1.861,00","930,00","240,00","691,00","2.153,00","341,00","637,00","1.175,00","571,00","1.839,00","501,00","1.338,00","220,00","520,00","881,00","329,00","171,00","198,00","1.716,00","375,00","772,00","265,00","531,00","13.299,00","1.166,50","969,70","1.146,10","1.085,50","1.080,10","1.134,70","1.300,10","1.485,50","1.657,50","1.543,50","1.091,70","1.166,50","0,48","2,00","16,00","58,00","23,00","99,00","160,00","4,00","0,00","164,00","164,00",9.07,907.0,725.6,"0,00","0,00","0,00","0,00","8,00","28,00","42,00","0,00","36,00","2,00","2,00","2,00","28,00","70,00","0,00","0,00","0,00","11,00","8.702,00","641.662,00","650.364,00","1,00","216,00"
"2.023,00",Setúbal,"58.500,00","65.048,00","5.181,00","5.609,00","6.287,00","7.031,00","6.721,00","6.119,00","6.203,00","6.783,00","8.160,00","10.380,00","9.363,00","8.092,00","7.758,00","7.877,00","7.540,00","6.438,00","4.113,00","3.893,00","123.548,00","10.790,00","13.318,00","6.721,00","55.100,00","37.619,00","8,73","10,78","5,44","44,60","30,45","536,40","0,00","1.249,00","663,00","95,00","0,00","121,00","0,00","7.567,00","0,00","363,00","0,00","0,00","0,00","0,00","0,00","0,00","160,00","251,00","634,00","304,00","14.935,00","38,00","893,00","1.489,00","5.469,00","7.777,00","24,00","387,00","2.926,00","425,00","19,00","19.529,00","497,50","877,80","880,70","926,30","984,50","4.166,80","1.021,00","491,00","165,00","365,00","0,00","6.593,00","69,00","132,00","4.826,00","2.865,00","496,00","1.465,00","5.368,00","794,00","1.916,00","2.658,00","2.116,00","3.865,00","710,00","3.155,00","0,00","1.081,00","2.842,00","896,00","604,00","721,00","6.384,00","1.350,00","2.614,00","721,00","1.245,00","41.043,00","1.429,10","955,40","1.127,70","1.222,40","1.215,20","1.307,70","1.355,10","2.144,70","2.162,40","2.125,50","2.537,80","1.429,10","1,24","6,00","33,00","102,00","106,00","247,00","386,00","146,00","30,00","502,00","532,00",9.65,965.0,772.0,"0,00","2,00","2,00","4,00","30,00","82,00","86,00","0,00","84,00","4,00","6,00","8,00","66,00","168,00","0,00","4,00","4,00","27,00","13.107,00","2.493.879,00","2.506.986,00","2,00","398,00"
"2.023,00",Sever do Vouga,"5.338,00","5.606,00","359,00","352,00","410,00","498,00","580,00","515,00","445,00","523,00","650,00","819,00","786,00","802,00","851,00","839,00","795,00","660,00","487,00","573,00","10.944,00","711,00","908,00","580,00","4.540,00","4.205,00","6,50","8,30","5,30","41,48","38,42","84,30","0,00","86,00","11,00","4,00","0,00","10,00","0,00","266,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","7,00","8,00","25,00","513,00","0,00","107,00","405,00","658,00","861,00","3,00","45,00","269,00","61,00","0,00","2.415,00","14,50","22,20","28,50","25,80","54,30","145,20","260,00","0,00","47,00","0,00","0,00","2.370,00","55,00","0,00","535,00","202,00","49,00","284,00","655,00","132,00","131,00","392,00","92,00","236,00","61,00","175,00","23,00","80,00","172,00","66,00","22,00","37,00","169,00","58,00","96,00","62,00","80,00","4.943,00","1.292,30","0,00","1.103,60","1.177,60","1.217,80","1.216,50","1.056,50","2.152,50","1.652,90","1.906,40","4.222,40","1.292,30","0,09","0,00","7,00","11,00","10,00","28,00","42,00","10,00","28,00","24,00","52,00",3.85,385.0,308.0,"0,00","0,00","0,00","0,00","5,00","4,00","20,00","0,00","10,00","2,00","2,00","0,00","10,00","24,00","0,00","0,00","0,00","5,00","10.274,00","181.551,00","191.825,00","0,00","64,00"
"2.023,00",Silves,"19.410,00","20.087,00","1.759,00","1.794,00","1.902,00","1.897,00","1.829,00","1.862,00","2.179,00","2.436,00","2.833,00","3.070,00","2.718,00","2.639,00","2.768,00","2.638,00","2.362,00","1.970,00","1.412,00","1.429,00","39.497,00","3.553,00","3.799,00","1.829,00","17.737,00","12.579,00","9,00","9,62","4,63","44,91","31,85","58,10","0,00","32,00","106,00","112,00","0,00","12,00","0,00","1.786,00","0,00","100,00","0,00","0,00","0,00","0,00","0,00","0,00","145,00","1.799,00","274,00","269,00","8.673,00","23,00","506,00","629,00","2.196,00","2.260,00","5,00","42,00","611,00","109,00","4,00","6.480,00","106,90","282,40","262,60","254,10","301,80","1.207,80","1.754,00","1.661,00","34,00","59,00","0,00","532,00","30,00","0,00","1.610,00","828,00","133,00","649,00","2.413,00","288,00","1.018,00","1.107,00","474,00","2.493,00","1.151,00","1.342,00","190,00","362,00","583,00","249,00","73,00","103,00","1.042,00","167,00","441,00","296,00","460,00","12.975,00","1.215,80","915,10","1.051,90","1.099,90","1.111,20","1.193,80","1.054,60","1.914,60","1.744,40","2.158,10","3.126,60","1.215,80","0,31","143,00","155,00","91,00","3,00","392,00","168,00","40,00","104,00","104,00","208,00",8.59,859.0,687.2,"0,00","0,00","0,00","0,00","11,00","16,00","40,00","0,00","32,00","2,00","0,00","2,00","20,00","56,00","1,00","0,00","1,00","8,00","14.956,00","562.486,00","577.442,00","1,00","57,00"
"2.023,00",Sines,"7.118,00","7.653,00","675,00","699,00","736,00","756,00","733,00","664,00","811,00","932,00","1.140,00","1.191,00","965,00","988,00","1.033,00","1.002,00","814,00","653,00","501,00","478,00","14.771,00","1.374,00","1.492,00","733,00","6.691,00","4.481,00","9,30","10,10","4,96","45,30","30,34","72,70","0,00","40,00","161,00","15,00","0,00","4,00","0,00","911,00","0,00","39,00","0,00","0,00","0,00","0,00","0,00","0,00","18,00","12,00","79,00","41,00","1.722,00","8,00","225,00","388,00","1.350,00","2.669,00","14,00","82,00","822,00","139,00","6,00","5.750,00","36,80","98,40","90,20","93,70","98,60","417,70","256,00","72,00","21,00","163,00","0,00","1.157,00","0,00","0,00","560,00","274,00","3,00","283,00","979,00","152,00","221,00","606,00","1.041,00","689,00","210,00","479,00","72,00","71,00","367,00","75,00","44,00","209,00","1.770,00","81,00","209,00","72,00","114,00","7.466,00","2.180,80","1.053,70","1.301,70","1.583,90","1.744,80","2.077,60","1.542,50","3.412,40","3.393,10","3.746,00","6.093,30","2.180,80","0,17","3,00","7,00","19,00","4,00","33,00","64,00","6,00","8,00","62,00","70,00",11.45,1145.0,916.0,"0,00","1,00","0,00","1,00","3,00","8,00","12,00","0,00","10,00","0,00","2,00","2,00","6,00","20,00","0,00","0,00","0,00","8,00","2.773,00","353.869,00","356.642,00","1,00","124,00"
"2.023,00",Sintra,"186.397,00","209.131,00","19.960,00","18.818,00","20.070,00","21.882,00","23.760,00","23.489,00","25.216,00","24.304,00","26.770,00","31.702,00","31.133,00","28.877,00","24.884,00","21.145,00","18.350,00","15.619,00","10.300,00","9.249,00","395.528,00","38.778,00","41.952,00","23.760,00","191.491,00","99.547,00","9,80","10,61","6,01","48,41","25,17","1.239,00","0,00","8.136,00","10.414,00","7.905,00","0,00","2.549,00","0,00","18.894,00","0,00","989,00","0,00","0,00","0,00","0,00","0,00","0,00","376,00","718,00","1.450,00","1.273,00","63.222,00","194,00","2.755,00","4.448,00","15.531,00","23.144,00","67,00","993,00","8.766,00","2.037,00","113,00","58.336,00","986,90","2.267,50","2.124,80","2.108,20","2.767,10","10.254,40","1.414,00","1.285,00","90,00","39,00","117,00","15.339,00","211,00","2.274,00","16.367,00","8.208,00","831,00","7.328,00","31.325,00","3.474,00","10.213,00","17.638,00","6.237,00","9.588,00","2.002,00","7.586,00","3.093,00","2.849,00","7.612,00","2.487,00","1.783,00","1.352,00","22.029,00","3.408,00","7.461,00","3.001,00","4.071,00","136.396,00","1.439,50","963,90","1.063,00","1.173,40","1.159,50","1.303,10","1.548,20","2.295,30","2.194,90","2.525,60","3.442,10","1.439,50","3,64","26,00","106,00","165,00","75,00","372,00","506,00","196,00","82,00","620,00","702,00",10.2,1019.9999999999999,816.0,"0,00","5,00","0,00","5,00","69,00","214,00","244,00","0,00","234,00","24,00","6,00","14,00","180,00","458,00","1,00","2,00","3,00","64,00","33.667,00","4.423.381,00","4.457.048,00","1,00","577,00"
"2.023,00",Sobral de Monte Agraço,"5.780,00","6.099,00","533,00","570,00","652,00","665,00","701,00","675,00","636,00","732,00","920,00","1.010,00","921,00","758,00","751,00","639,00","542,00","489,00","331,00","354,00","11.879,00","1.103,00","1.317,00","701,00","5.652,00","3.106,00","9,29","11,09","5,90","47,58","26,15","228,00","0,00","13,00","15,00","8,00","0,00","8,00","0,00","562,00","0,00","15,00","0,00","0,00","0,00","0,00","0,00","0,00","8,00","9,00","14,00","32,00","773,00","0,00","118,00","275,00","557,00","405,00","0,00","8,00","98,00","20,00","0,00","1.490,00","22,20","34,90","42,30","44,50","48,80","192,70","193,00","0,00","0,00","0,00","0,00","705,00","12,00","0,00","324,00","173,00","0,00","0,00","700,00","100,00","328,00","272,00","194,00","264,00","19,00","245,00","27,00","59,00","299,00","62,00","124,00","36,00","336,00","58,00","161,00","40,00","77,00","3.449,00","1.156,10","882,60","1.082,60","1.108,80","1.059,70","1.203,30","0,00","1.819,10","1.557,80","1.832,40","0,00","1.156,10","0,09","1,00","3,00","10,00","10,00","24,00","46,00","6,00","0,00","52,00","52,00",5.29,529.0,423.2,"0,00","0,00","0,00","0,00","3,00","2,00","12,00","0,00","6,00","2,00","0,00","0,00","6,00","14,00","0,00","0,00","0,00","2,00","1.319,00","163.929,00","165.248,00","0,00","41,00"
"2.023,00",Soure,"8.191,00","9.047,00","468,00","568,00","650,00","756,00","766,00","793,00","692,00","776,00","1.002,00","1.232,00","1.238,00","1.192,00","1.233,00","1.323,00","1.336,00","1.226,00","902,00","1.085,00","17.238,00","1.036,00","1.406,00","766,00","6.925,00","7.105,00","6,01","8,16","4,44","40,17","41,22","65,00","0,00","13,00","8,00","3,00","0,00","0,00","0,00","204,00","0,00","12,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","49,00","22,00","20,00","463,00","0,00","171,00","237,00","579,00","811,00","0,00","24,00","285,00","33,00","0,00","2.158,00","37,50","53,70","55,80","73,10","126,40","346,40","191,00","148,00","38,00","5,00","0,00","833,00","19,00","0,00","264,00","146,00","0,00","0,00","775,00","91,00","122,00","562,00","129,00","234,00","24,00","210,00","46,00","33,00","166,00","79,00","22,00","26,00","269,00","148,00","233,00","41,00","127,00","3.513,00","1.236,00","867,30","1.110,70","1.277,50","1.149,50","1.164,90","0,00","1.762,10","1.561,50","1.657,60","0,00","1.236,00","0,12","0,00","2,00","6,00","2,00","10,00","20,00","6,00","2,00","24,00","26,00",4.41,441.0,352.8,"0,00","0,00","0,00","0,00","9,00","12,00","30,00","0,00","22,00","2,00","0,00","2,00","16,00","42,00","0,00","0,00","0,00","2,00","9.309,00","208.203,00","217.512,00","0,00","152,00"
"2.023,00",Sousel,"2.054,00","2.347,00","149,00","172,00","165,00","209,00","223,00","207,00","187,00","208,00","303,00","332,00","306,00","290,00","311,00","276,00","270,00","268,00","200,00","325,00","4.401,00","321,00","374,00","223,00","1.833,00","1.650,00","7,29","8,50","5,07","41,65","37,49","15,80","0,00","1,00","6,00","1,00","0,00","0,00","0,00","81,00","0,00","12,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,00","23,00","0,00","163,00","0,00","73,00","76,00","247,00","224,00","0,00","0,00","73,00","15,00","0,00","717,00","16,30","31,10","32,00","33,40","38,90","151,80","396,00","376,00","20,00","0,00","0,00","230,00","3,00","0,00","60,00","31,00","0,00","29,00","255,00","18,00","130,00","107,00","35,00","85,00","33,00","52,00","0,00","28,00","61,00","28,00","5,00","9,00","52,00","42,00","18,00","13,00","21,00","1.343,00","1.127,50","0,00","988,00","1.122,60","1.029,90","1.077,40","0,00","1.383,40","1.590,20","1.840,00","0,00","1.127,50","0,03","0,00","0,00","1,00","0,00","1,00","2,00","4,00","0,00","6,00","6,00",,,,"0,00","0,00","0,00","0,00","4,00","2,00","10,00","0,00","6,00","2,00","0,00","0,00","4,00","12,00","0,00","0,00","0,00","1,00","403,00","57.610,00","58.013,00","0,00","5,00"
"2.023,00",Sátão,"5.340,00","5.798,00","350,00","399,00","428,00","498,00","593,00","575,00","467,00","577,00","659,00","744,00","737,00","775,00","855,00","892,00","743,00","747,00","513,00","586,00","11.138,00","749,00","926,00","593,00","4.534,00","4.336,00","6,72","8,31","5,32","40,71","38,93","55,20","0,00","1,00","0,00","0,00","0,00","0,00","0,00","111,00","0,00","11,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","2,00","3,00","207,00","0,00","167,00","245,00","423,00","496,00","0,00","0,00","126,00","18,00","0,00","1.485,00","38,30","58,90","67,40","73,20","133,20","371,00","326,00","300,00","26,00","0,00","0,00","531,00","6,00","0,00","570,00","331,00","0,00","0,00","463,00","81,00","75,00","307,00","133,00","132,00","12,00","120,00","13,00","19,00","122,00","53,00","10,00","42,00","139,00","76,00","193,00","29,00","84,00","2.850,00","1.001,50","0,00","913,20","972,70","955,40","965,30","0,00","1.234,60","1.421,20","1.248,60","0,00","1.001,50","0,07","1,00","8,00","22,00","5,00","36,00","38,00","10,00","0,00","48,00","48,00",2.79,279.0,223.2,"0,00","0,00","0,00","0,00","3,00","2,00","24,00","0,00","12,00","0,00","0,00","2,00","12,00","26,00","0,00","0,00","0,00","2,00","27.513,00","170.281,00","197.794,00","1,00","1,00"
"2.023,00",São Brás de Alportel,"5.611,00","5.993,00","492,00","525,00","552,00","548,00","552,00","528,00","595,00","673,00","761,00","968,00","855,00","825,00","728,00","732,00","719,00","592,00","429,00","530,00","11.604,00","1.017,00","1.100,00","552,00","5.205,00","3.730,00","8,76","9,48","4,76","44,86","32,14","75,70","0,00","6,00","14,00","1,00","0,00","3,00","0,00","339,00","0,00","19,00","0,00","0,00","0,00","0,00","0,00","0,00","15,00","664,00","22,00","112,00","1.865,00","3,00","115,00","173,00","484,00","622,00","0,00","0,00","219,00","17,00","0,00","1.667,00","22,20","44,80","35,60","48,30","52,90","203,70","232,00","205,00","0,00","0,00","0,00","385,00","8,00","0,00","565,00","283,00","14,00","268,00","658,00","143,00","148,00","367,00","67,00","407,00","134,00","273,00","16,00","123,00","278,00","100,00","31,00","47,00","351,00","86,00","280,00","61,00","152,00","3.669,00","1.145,40","791,10","1.084,10","1.048,80","1.024,20","1.113,20","0,00","1.311,80","1.579,30","1.446,30","0,00","1.145,40","0,10","4,00","5,00","18,00","10,00","37,00","48,00","4,00","6,00","46,00","52,00",6.03,603.0,482.40000000000003,"0,00","0,00","1,00","1,00","2,00","2,00","18,00","0,00","12,00","0,00","0,00","2,00","6,00","20,00","0,00","0,00","0,00","5,00","6.787,00","251.383,00","258.170,00","1,00","2,00"
"2.023,00",São João da Madeira,"11.325,00","12.538,00","818,00","946,00","1.078,00","1.143,00","1.289,00","1.365,00","1.434,00","1.467,00","1.661,00","1.821,00","1.766,00","1.794,00","1.768,00","1.611,00","1.343,00","1.033,00","729,00","797,00","23.863,00","1.764,00","2.221,00","1.289,00","11.308,00","7.281,00","7,39","9,31","5,40","47,39","30,51","3.005,40","0,00","81,00","5,00","1,00","0,00","6,00","0,00","1.400,00","0,00","54,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","5,00","3,00","73,00","1.927,00","14,00","518,00","1.363,00","2.166,00","3.517,00","5,00","170,00","1.254,00","299,00","14,00","9.332,00","89,80","149,80","177,80","183,90","251,30","852,50","0,00","42,00","0,00","0,00","0,00","9.070,00","5,00","0,00","618,00","0,00","0,00","418,00","1.939,00","253,00","918,00","768,00","249,00","639,00","30,00","609,00","124,00","248,00","703,00","267,00","111,00","197,00","718,00","286,00","527,00","174,00","256,00","15.630,00","1.321,50","930,90","1.063,40","1.101,80","1.146,60","1.214,80","1.137,80","2.010,30","1.975,90","2.106,80","2.757,10","1.321,50","0,26","0,00","16,00","18,00","3,00","37,00","16,00","12,00","8,00","20,00","28,00",6.38,638.0,510.4,"0,00","0,00","1,00","1,00","5,00","12,00","30,00","0,00","20,00","8,00","0,00","4,00","10,00","42,00","0,00","0,00","0,00","11,00","14.970,00","1.093.793,00","1.108.763,00","2,00","255,00"
