Ano,Regiao,Qtd.Populacao.Homens,Qtd.Populacao.Mulheres,Qtd.Populacao.0_4_anos,Qtd.Populacao.5_9_anos,Qtd.Populacao.10_14_anos,Qtd.Populacao.15_19_anos,Qtd.Populacao.20_24_anos,Qtd.Populacao.25_29_anos,Qtd.Populacao.30_34_anos,Qtd.Populacao.35_39_anos,Qtd.Populacao.40_44_anos,Qtd.Populacao.45_49_anos,Qtd.Populacao.50_54_anos,Qtd.Populacao.55_59_anos,Qtd.Populacao.60_64_anos,Qtd.Populacao.65_69_anos,Qtd.Populacao.70_74_anos,Qtd.Populacao.75_79_anos,Qtd.Populacao.80_84_anos,Qtd.Populacao.85_ou_mais_anos,Qtd.Populacao.Total,Qtd.Populacao.Total.Criancas,Qtd.Populacao.Total.Adolescentes,Qtd.Populacao.Total.Jovens_Adultos,Qtd.Populacao.Total.Adultos,Qtd.Populacao.Total.Idosos,Qtd.Populacao.Proporcao.Criancas,Qtd.Populacao.Proporcao.Adolescentes,Qtd.Populacao.Proporcao.Jovens_Adultos,Qtd.Populacao.Proporcao.Adultos,Qtd.Populacao.Proporcao.Idosos,Qtd.Populacao.Densidade,Qtd.Populacao.Estrangeira.Africa,Qtd.Populacao.Estrangeira.Angola,Qtd.Populacao.Estrangeira.Cabo_Verde,Qtd.Populacao.Estrangeira.Guine_Bissau,Qtd.Populacao.Estrangeira.Mocambique,Qtd.Populacao.Estrangeira.Sao_Tome_e_Principe,Qtd.Populacao.Estrangeira.America,Qtd.Populacao.Estrangeira.Brasil,Qtd.Populacao.Estrangeira.Asia,Qtd.Populacao.Estrangeira.China,Qtd.Populacao.Estrangeira.India,Qtd.Populacao.Estrangeira.Nepal,Qtd.Populacao.Estrangeira.Europa,Qtd.Populacao.Estrangeira.Espanha,Qtd.Populacao.Estrangeira.Franca,Qtd.Populacao.Estrangeira.Italia,Qtd.Populacao.Estrangeira.Republica_da_Moldova,Qtd.Populacao.Estrangeira.Reino_Unido,Qtd.Populacao.Estrangeira.Romenia,Qtd.Populacao.Estrangeira.Ucrania,Qtd.Populacao.Estrangeira.Total,Qtd.Empregados.Inferior.1.Ciclo,Qtd.Empregados.Basico.1.Ciclo,Qtd.Empregados.Basico.2.Ciclo,Qtd.Empregados.Basico.3.Ciclo,Qtd.Empregados.Secundario,Qtd.Empregados.TecnicoSuperiorProfissional,Qtd.Empregados.Bacharelado,Qtd.Empregados.Licenciatura,Qtd.Empregados.Mestrado,Qtd.Empregados.Doutorado,Qtd.Empregados.Total,Qtd.Desempregados.Faixa.<25,Qtd.Desempregados.Faixa.25-34,Qtd.Desempregados.Faixa.35-44,Qtd.Desempregados.Faixa.45-54,Qtd.Desempregados.Faixa.>55,Qtd.Desempregados.Faixa.Total,Qtd.Empregos.Ramo.Agricultura_Caca_Floresta_Pesca,Qtd.Empregos.Ramo.Agricultura_Servicos_Relacionados,Qtd.Empregos.Ramo.Silvicultura_Exploracao_Florestal,Qtd.Empregos.Ramo.Pesca_Aquicultura,Qtd.Empregos.Ramo.Industrias_Extrativas,Qtd.Empregos.Ramo.Industrias_Transformadoras,Qtd.Empregos.Ramo.Energia_Eletricidade_Gas,Qtd.Empregos.Ramo.Saneamento_Agua_Residuos,Qtd.Empregos.Ramo.Construcao,Qtd.Empregos.Ramo.Promocao_Imobiliaria_Construcao,Qtd.Empregos.Ramo.Engenharia_Civil,Qtd.Empregos.Ramo.Construcao_Especializada,Qtd.Empregos.Ramo.Comercio_Manutencao_Veiculos,Qtd.Empregos.Ramo.Comercio_Reparacao_Veiculos,Qtd.Empregos.Ramo.Comercio_Por_Grosso,Qtd.Empregos.Ramo.Comercio_A_Retalho,Qtd.Empregos.Ramo.Transportes_Armazenagem,Qtd.Empregos.Ramo.Alojamento_Restauracao,Qtd.Empregos.Ramo.Alojamento,Qtd.Empregos.Ramo.Restauracao,Qtd.Empregos.Ramo.Informacao_Comunicacao,Qtd.Empregos.Ramo.Atividades_Imobiliarias,Qtd.Empregos.Ramo.Consultoria_Cientifica_Tecnica,Qtd.Empregos.Ramo.Juridico_Contabilidade,Qtd.Empregos.Ramo.Consultoria_Gestao,Qtd.Empregos.Ramo.Engenharia_Arquitetura_Analises,Qtd.Empregos.Ramo.Servicos_Administrativos_Apoio,Qtd.Empregos.Ramo.Educacao,Qtd.Empregos.Ramo.Saude_Apoio_Social,Qtd.Empregos.Ramo.Artes_Cultura,Qtd.Empregos.Ramo.Outros_Servicos,Qtd.Empregos.Ramo.Total,Qtd.Renda.Media.Mensal,Qtd.Renda.Escolaridade.Inferior.1.Ciclo,Qtd.Renda.Escolaridade.Basico.1.Ciclo,Qtd.Renda.Escolaridade.Basico.2.Ciclo,Qtd.Renda.Escolaridade.Basico.3.Ciclo,Qtd.Renda.Escolaridade.Secundario,Qtd.Renda.Escolaridade.TecnicoSuperiorProfissional,Qtd.Renda.Escolaridade.Bacharelado,Qtd.Renda.Escolaridade.Licenciatura,Qtd.Renda.Escolaridade.Mestrado,Qtd.Renda.Escolaridade.Doutorado,Qtd.Renda.Escolaridade.Total,Qtd.Renda.Poder_de_Compra,Qtd.Habitacao.Quartos.T0_T1,Qtd.Habitacao.Quartos.T2,Qtd.Habitacao.Quartos.T3,Qtd.Habitacao.Quartos.T4_ou_mais,Qtd.Habitacao.Quartos.Total,Qtd.Habitacao.Familiar,Qtd.Habitacao.Outros,Qtd.Habitacao.Ampliacoes_Alteracoes_Reconstrucoes,Qtd.Habitacao.Novas,Qtd.Habitacao.Total,Valor.Habitacao.Arendamento.m2,Valor.Habitacao.Arendamento.100m2,Valor.Habitacao.Arendamento.80m2,Qtd.Hospitais.Publico.Privado,Qtd.Hospitais.Privado,Qtd.Hospitais.Publico,Qtd.Hospitais.Total,Qtd.Farmacias,Qtd.Ensino.NSuperior.Privado,Qtd.Ensino.NSuperior.Publico,Qtd.Ensino.NSuperior.artistica,Qtd.Ensino.NSuperior.basica,Qtd.Ensino.NSuperior.basica.secundaria,Qtd.Ensino.NSuperior.profissional,Qtd.Ensino.NSuperior.secundaria,Qtd.Ensino.NSuperior.Jardim_de_infancia,Qtd.Ensino.NSuperior.Total,Qtd.Ensino.Superior.Privado,Qtd.Ensino.Superior.Publico,Qtd.Ensino.Superior.Total,Qtd.Estabelecimentos.Bancarios,Qtd.Depositos.De.Imigrantes,Qtd.Depositos.De.Outros.Clientes,Qtd.Depositos.Total,Qtd.Cinemas,Qtd.Sessoes
"2.023,00",Almada,"85.134,00","96.098,00","8.263,00","8.027,00","8.832,00","9.208,00","9.644,00","9.646,00","10.263,00","10.771,00","12.098,00","14.083,00","12.737,00","11.895,00","11.516,00","11.210,00","10.378,00","9.301,00","6.507,00","6.853,00","181.232,00","16.290,00","18.040,00","9.644,00","81.493,00","55.765,00","8,99","9,95","5,32","44,97","30,77","2.588,70","0,00","1.934,00","2.475,00","457,00","0,00","1.215,00","0,00","10.639,00","0,00","459,00","0,00","0,00","0,00","0,00","0,00","0,00","109,00","378,00","232,00","331,00","25.713,00","51,00","836,00","1.578,00","5.210,00","8.637,00","37,00","321,00","3.870,00","675,00","359,00","21.654,00","370,10","980,90","1.005,40","1.086,60","1.266,30","4.709,30","441,00","230,00","23,00","188,00","0,00","2.513,00","53,00","0,00","4.880,00","2.610,00","171,00","2.099,00","6.334,00","824,00","1.419,00","4.091,00","3.075,00","6.742,00","828,00","5.914,00","1.630,00","1.522,00","3.929,00","1.275,00","695,00","763,00","7.877,00","2.728,00","3.628,00","1.209,00","1.962,00","49.037,00","1.354,30","915,70","1.014,40","1.068,30","1.067,80","1.171,10","1.343,90","1.766,40","2.034,30","2.095,60","3.003,50","1.354,30","1,78","2,00","52,00","85,00","129,00","268,00","408,00","4,00","0,00","412,00","412,00",11.76,1176.0,940.8,"0,00","0,00","1,00","1,00","47,00","118,00","122,00","0,00","106,00","12,00","8,00","16,00","98,00","240,00","5,00","2,00","7,00","41,00","32.442,00","3.835.884,00","3.868.326,00","3,00","637,00"
"2.023,00",Almeida,"2.671,00","3.005,00","96,00","122,00","136,00","143,00","229,00","226,00","204,00","221,00","286,00","244,00","348,00","418,00","479,00","510,00","530,00","499,00","416,00","569,00","5.676,00","218,00","279,00","229,00","1.947,00","3.003,00","3,84","4,92","4,03","34,30","52,91","11,00","0,00","2,00","5,00","0,00","0,00","0,00","0,00","70,00","0,00","11,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","4,00","10,00","158,00","0,00","62,00","106,00","299,00","232,00","0,00","0,00","67,00","7,00","0,00","785,00","10,40","20,60","16,20","15,10","33,20","95,40","265,00","250,00","15,00","0,00","4,00","52,00","3,00","0,00","67,00","48,00","0,00","19,00","205,00","22,00","27,00","156,00","160,00","178,00","35,00","143,00","4,00","6,00","39,00","22,00","3,00","7,00","72,00","16,00","48,00","7,00","39,00","1.165,00","1.083,50","0,00","921,70","1.032,60","1.071,40","1.080,20","0,00","1.455,60","1.288,10","1.378,60","0,00","1.083,50","0,04","0,00","1,00","4,00","0,00","5,00","18,00","22,00","12,00","28,00","40,00",,,,"0,00","0,00","0,00","0,00","2,00","0,00","4,00","0,00","2,00","2,00","0,00","0,00","0,00","4,00","0,00","0,00","0,00","2,00","7.829,00","107.271,00","115.100,00","0,00","65,00"
"2.023,00",Almeirim,"10.849,00","11.971,00","882,00","974,00","1.092,00","1.252,00","1.231,00","1.076,00","1.116,00","1.242,00","1.621,00","1.800,00","1.700,00","1.529,00","1.509,00","1.367,00","1.373,00","1.233,00","886,00","937,00","22.820,00","1.856,00","2.344,00","1.231,00","10.084,00","7.305,00","8,13","10,27","5,39","44,19","32,01","102,70","0,00","71,00","14,00","6,00","0,00","2,00","0,00","531,00","0,00","44,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","21,00","135,00","47,00","1.461,00","11,00","295,00","351,00","991,00","1.155,00","4,00","0,00","430,00","41,00","0,00","3.313,00","65,50","133,20","121,60","120,60","135,60","576,40","1.849,00","1.783,00","61,00","5,00","0,00","609,00","0,00","0,00","693,00","265,00","110,00","318,00","1.452,00","189,00","453,00","810,00","117,00","398,00","35,00","363,00","46,00","92,00","425,00","154,00","33,00","108,00","1.185,00","125,00","288,00","74,00","134,00","7.568,00","1.235,10","953,50","1.051,20","1.120,40","1.129,30","1.173,30","1.044,10","1.938,10","1.776,20","1.609,40","0,00","1.235,10","0,19","1,00","0,00","15,00","1,00","17,00","36,00","40,00","2,00","74,00","76,00",5.86,586.0,468.8,"0,00","0,00","0,00","0,00","7,00","6,00","28,00","0,00","18,00","0,00","0,00","2,00","14,00","34,00","0,00","0,00","0,00","7,00","6.208,00","326.266,00","332.474,00","0,00","44,00"
"2.023,00",Almodôvar,"3.297,00","3.397,00","229,00","235,00","270,00","302,00","289,00","306,00","313,00","345,00","427,00","464,00","427,00","466,00","468,00","492,00","506,00","451,00","338,00","366,00","6.694,00","464,00","572,00","289,00","2.748,00","2.621,00","6,93","8,54","4,32","41,05","39,15","8,60","0,00","9,00","3,00","1,00","0,00","4,00","0,00","106,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","24,00","11,00","12,00","369,00","7,00","54,00","80,00","235,00","334,00","0,00","0,00","62,00","3,00","0,00","785,00","16,80","20,70","26,10","24,10","41,40","129,00","353,00","302,00","51,00","0,00","0,00","126,00","4,00","0,00","234,00","0,00","0,00","171,00","241,00","33,00","73,00","135,00","15,00","140,00","37,00","103,00","7,00","0,00","85,00","36,00","13,00","18,00","90,00","37,00","145,00","0,00","82,00","1.593,00","1.117,80","1.030,30","949,90","959,90","1.059,00","1.128,80","0,00","1.213,80","1.604,80","1.661,10","0,00","1.117,80","0,05","2,00","1,00","2,00","1,00","6,00","14,00","6,00","8,00","12,00","20,00",4.88,488.0,390.4,"0,00","0,00","0,00","0,00","2,00","2,00","14,00","0,00","10,00","2,00","0,00","0,00","4,00","16,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","70,00"
"2.023,00",Alpiarça,"3.516,00","3.815,00","255,00","315,00","329,00","401,00","416,00","354,00","338,00","355,00","470,00","548,00","507,00","487,00","497,00","485,00","514,00","425,00","308,00","327,00","7.331,00","570,00","730,00","416,00","3.059,00","2.556,00","7,78","9,96","5,67","41,73","34,87","76,90","0,00","16,00","0,00","2,00","0,00","0,00","0,00","85,00","0,00","12,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","90,00","19,00","406,00","0,00","88,00","116,00","336,00","365,00","0,00","11,00","118,00","13,00","0,00","1.062,00","21,30","34,80","31,80","36,90","45,40","170,30","577,00","568,00","0,00","0,00","0,00","475,00","0,00","0,00","152,00","66,00","0,00","86,00","326,00","52,00","107,00","167,00","24,00","131,00","8,00","123,00","28,00","21,00","75,00","24,00","20,00","12,00","122,00","47,00","67,00","23,00","40,00","2.119,00","1.154,90","867,20","1.026,60","968,90","1.035,20","1.162,40","0,00","1.899,70","1.651,50","1.743,90","0,00","1.154,90","0,06","0,00","1,00","0,00","0,00","1,00","6,00","12,00","8,00","10,00","18,00",,,,"0,00","0,00","0,00","0,00","3,00","2,00","10,00","0,00","6,00","0,00","0,00","2,00","4,00","12,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","29,00"
"2.023,00",Alter do Chão,"1.476,00","1.704,00","107,00","131,00","140,00","135,00","147,00","166,00","138,00","162,00","223,00","180,00","181,00","218,00","246,00","209,00","195,00","204,00","143,00","255,00","3.180,00","238,00","275,00","147,00","1.268,00","1.252,00","7,48","8,65","4,62","39,87","39,37","8,80","0,00","2,00","0,00","0,00","0,00","0,00","0,00","66,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","2,00","48,00","0,00","141,00","0,00","47,00","79,00","130,00","133,00","0,00","6,00","49,00","0,00","0,00","449,00","20,30","22,30","30,80","23,70","27,60","124,70","196,00","187,00","9,00","0,00","0,00","87,00","0,00","0,00","44,00","28,00","0,00","16,00","108,00","5,00","13,00","90,00","0,00","66,00","21,00","45,00","0,00","0,00","37,00","7,00","3,00","7,00","37,00","16,00","23,00","13,00","25,00","658,00","1.103,30","0,00","1.055,00","1.068,10","1.020,80","1.096,90","0,00","1.431,30","1.402,20","0,00","0,00","1.103,30","0,02","0,00","1,00","1,00","1,00","3,00","12,00","8,00","12,00","8,00","20,00",,,,"0,00","0,00","0,00","0,00","4,00","0,00","8,00","0,00","2,00","2,00","2,00","0,00","2,00","8,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","6,00"
"2.023,00",Alvaiázere,"2.983,00","3.372,00","162,00","182,00","222,00","258,00","268,00","288,00","272,00","282,00","303,00","372,00","408,00","478,00","544,00","487,00","522,00","464,00","358,00","485,00","6.355,00","344,00","480,00","268,00","2.403,00","2.860,00","5,41","7,55","4,22","37,81","45,00","39,60","0,00","2,00","2,00","5,00","0,00","2,00","0,00","42,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","330,00","1,00","10,00","570,00","0,00","137,00","186,00","360,00","369,00","0,00","20,00","118,00","0,00","3,00","1.208,00","14,40","16,30","18,00","22,60","44,30","115,70","138,00","100,00","38,00","0,00","0,00","236,00","6,00","0,00","443,00","231,00","0,00","0,00","422,00","60,00","101,00","261,00","267,00","134,00","46,00","88,00","33,00","0,00","119,00","40,00","10,00","41,00","90,00","0,00","271,00","14,00","51,00","2.297,00","1.135,60","0,00","1.016,70","1.150,90","1.036,20","1.092,50","0,00","2.114,60","1.448,80","1.238,80","3.757,80","1.135,60","0,04","0,00","2,00","6,00","3,00","11,00","30,00","20,00","16,00","34,00","50,00",,,,"0,00","1,00","0,00","1,00","4,00","2,00","6,00","0,00","4,00","2,00","2,00","0,00","0,00","8,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","42,00"
"2.023,00",Alvito,"1.054,00","1.225,00","86,00","100,00","102,00","116,00","134,00","102,00","117,00","134,00","158,00","133,00","160,00","146,00","159,00","164,00","144,00","124,00","97,00","103,00","2.279,00","186,00","218,00","134,00","950,00","791,00","8,16","9,57","5,88","41,68","34,71","8,60","0,00","4,00","20,00","0,00","0,00","0,00","0,00","29,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,00","3,00","6,00","104,00","0,00","19,00","35,00","93,00","81,00","0,00","0,00","36,00","7,00","0,00","276,00","13,80","15,30","11,70","11,60","24,10","76,50","197,00","190,00","7,00","0,00","0,00","23,00","9,00","0,00","43,00","36,00","0,00","7,00","57,00","13,00","5,00","39,00","0,00","54,00","23,00","31,00","8,00","30,00","26,00","0,00","0,00","0,00","36,00","65,00","12,00","0,00","18,00","600,00","1.266,00","0,00","1.261,80","1.104,40","1.128,90","1.212,20","0,00","0,00","1.782,10","1.948,10","0,00","1.266,00","0,02","0,00","0,00","1,00","0,00","1,00","2,00","4,00","2,00","4,00","6,00",,,,"0,00","0,00","0,00","0,00","2,00","2,00","4,00","0,00","2,00","0,00","2,00","0,00","2,00","6,00","0,00","0,00","0,00","1,00","11,00","86.377,00","86.388,00","0,00","36,00"
"2.023,00",Amadora,"82.809,00","95.444,00","9.331,00","8.530,00","8.612,00","8.542,00","9.186,00","10.422,00","12.273,00","12.010,00","12.496,00","12.982,00","11.733,00","10.788,00","10.759,00","10.184,00","9.693,00","8.713,00","6.169,00","5.830,00","178.253,00","17.861,00","17.154,00","9.186,00","82.704,00","51.348,00","10,02","9,62","5,15","46,40","28,81","7.495,90","0,00","2.793,00","6.959,00","3.715,00","0,00","1.581,00","0,00","9.760,00","0,00","491,00","0,00","0,00","0,00","0,00","0,00","0,00","57,00","328,00","447,00","459,00","35.858,00","44,00","1.825,00","2.041,00","7.051,00","11.399,00","35,00","769,00","9.773,00","2.278,00","74,00","35.358,00","430,40","1.090,30","1.028,10","926,80","1.008,50","4.484,10","0,00","512,00","11,00","0,00","0,00","2.931,00","32,00","48,00","5.780,00","3.225,00","248,00","2.307,00","15.278,00","832,00","8.949,00","5.497,00","2.795,00","5.536,00","288,00","5.248,00","3.179,00","1.134,00","4.076,00","1.387,00","898,00","612,00","22.148,00","1.441,00","2.608,00","837,00","1.945,00","70.304,00","1.734,80","943,20","938,50","1.023,70","1.066,10","1.345,90","1.576,40","2.657,00","2.650,50","2.733,00","3.946,00","1.734,80","1,70","6,00","95,00","46,00","3,00","150,00","28,00","2,00","0,00","30,00","30,00",11.8,1180.0,944.0,"0,00","2,00","1,00","3,00","42,00","94,00","100,00","0,00","94,00","10,00","4,00","6,00","80,00","194,00","0,00","1,00","1,00","27,00","12.962,00","2.053.893,00","2.066.855,00","1,00","208,00"
"2.023,00",Amarante,"24.952,00","27.283,00","1.755,00","1.892,00","2.287,00","2.621,00","3.069,00","2.888,00","2.660,00","2.760,00","3.347,00","3.891,00","4.049,00","4.324,00","4.165,00","3.813,00","3.108,00","2.350,00","1.595,00","1.661,00","52.235,00","3.647,00","4.908,00","3.069,00","23.919,00","16.692,00","6,98","9,40","5,88","45,79","31,96","173,30","0,00","39,00","12,00","5,00","0,00","5,00","0,00","464,00","0,00","25,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","48,00","26,00","16,00","871,00","20,00","1.050,00","1.289,00","2.508,00","2.887,00","11,00","82,00","1.137,00","173,00","3,00","9.173,00","252,40","355,90","353,40","462,70","834,30","2.258,70","0,00","0,00","0,00","0,00","19,00","2.896,00","0,00","22,00","7.201,00","3.097,00","3.081,00","1.023,00","2.819,00","447,00","870,00","1.502,00","319,00","1.154,00","381,00","773,00","71,00","354,00","830,00","362,00","100,00","230,00","1.127,00","487,00","971,00","163,00","388,00","19.503,00","1.133,80","906,20","1.023,20","1.052,90","1.034,80","1.064,10","1.297,20","1.515,10","1.598,80","1.799,60","1.461,40","1.133,80","0,38","1,00","7,00","43,00","0,00","51,00","90,00","42,00","54,00","78,00","132,00",4.17,417.0,333.6,"0,00","0,00","1,00","1,00","14,00","18,00","54,00","0,00","38,00","4,00","4,00","2,00","24,00","72,00","0,00","0,00","0,00","13,00","27.427,00","731.300,00","758.727,00","0,00","82,00"
"2.023,00",Amares,"9.581,00","9.997,00","748,00","774,00","898,00","1.041,00","1.168,00","1.140,00","1.124,00","1.171,00","1.367,00","1.546,00","1.454,00","1.394,00","1.349,00","1.240,00","1.057,00","854,00","616,00","637,00","19.578,00","1.522,00","1.939,00","1.168,00","9.196,00","5.753,00","7,77","9,90","5,97","46,97","29,39","238,90","0,00","23,00","1,00","0,00","0,00","73,00","0,00","472,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","22,00","4,00","9,00","756,00","0,00","232,00","689,00","987,00","974,00","5,00","16,00","328,00","47,00","0,00","3.293,00","60,60","89,90","106,80","94,40","162,10","513,80","359,00","332,00","27,00","0,00","0,00","955,00","17,00","0,00","1.248,00","571,00","21,00","656,00","1.276,00","214,00","386,00","676,00","388,00","469,00","96,00","373,00","0,00","144,00","280,00","105,00","71,00","29,00","363,00","110,00","272,00","49,00","188,00","6.175,00","1.152,40","883,00","1.063,10","1.081,10","1.082,10","1.140,50","1.085,40","1.855,00","1.477,90","1.839,80","0,00","1.152,40","0,13","8,00","10,00","56,00","3,00","77,00","120,00","14,00","16,00","118,00","134,00",4.47,447.0,357.59999999999997,"0,00","1,00","0,00","1,00","4,00","2,00","16,00","0,00","14,00","0,00","0,00","2,00","2,00","18,00","1,00","0,00","1,00","2,00","28.132,00","250.865,00","278.997,00","0,00","12,00"
"2.023,00",Anadia,"13.533,00","14.672,00","916,00","1.032,00","1.084,00","1.163,00","1.435,00","1.430,00","1.374,00","1.414,00","1.698,00","2.024,00","2.029,00","2.077,00","2.103,00","2.053,00","2.000,00","1.727,00","1.257,00","1.389,00","28.205,00","1.948,00","2.247,00","1.435,00","12.046,00","10.529,00","6,91","7,97","5,09","42,71","37,33","130,20","0,00","44,00","20,00","0,00","0,00","44,00","0,00","749,00","0,00","21,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","17,00","10,00","74,00","1.482,00","13,00","473,00","895,00","1.651,00","1.778,00","9,00","102,00","864,00","99,00","5,00","5.904,00","63,80","115,30","106,00","94,60","126,60","506,30","801,00","621,00","180,00","0,00","0,00","4.178,00","36,00","31,00","957,00","407,00","128,00","422,00","1.445,00","319,00","446,00","680,00","198,00","684,00","159,00","525,00","0,00","158,00","539,00","235,00","54,00","127,00","650,00","203,00","655,00","115,00","212,00","10.931,00","1.203,30","867,40","1.041,40","1.109,60","1.071,00","1.144,70","1.129,40","1.814,80","1.659,40","1.524,70","2.074,00","1.203,40","0,22","1,00","8,00","19,00","6,00","34,00","64,00","14,00","10,00","68,00","78,00",5.22,522.0,417.59999999999997,"0,00","1,00","0,00","1,00","13,00","24,00","38,00","0,00","24,00","4,00","2,00","0,00","32,00","62,00","0,00","0,00","0,00","7,00","13.692,00","470.723,00","484.415,00","1,00","3,00"
"2.023,00",Angra do Heroísmo,"16.359,00","17.427,00","1.381,00","1.399,00","1.612,00","1.769,00","1.923,00","1.907,00","2.006,00","2.406,00","2.500,00","2.670,00","2.517,00","2.427,00","2.420,00","2.072,00","1.826,00","1.331,00","836,00","784,00","33.786,00","2.780,00","3.381,00","1.923,00","16.433,00","9.269,00","8,23","10,01","5,69","48,64","27,43","141,40","0,00","12,00","35,00","9,00","0,00","6,00","0,00","165,00","0,00","39,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,00","5,00","6,00","593,00","26,00","437,00","832,00","1.717,00","1.944,00","44,00","0,00","909,00","147,00","0,00","6.100,00","0,00","0,00","0,00","0,00","0,00","0,00","1.396,00","1.153,00","20,00","223,00","0,00","864,00","0,00","222,00","1.051,00","756,00","111,00","184,00","2.645,00","455,00","857,00","1.333,00","0,00","1.488,00","652,00","836,00","112,00","126,00","671,00","217,00","82,00","218,00","0,00","229,00","579,00","303,00","348,00","11.080,00","1.266,80","846,40","1.037,10","1.069,80","1.069,20","1.112,40","1.277,50","1.809,30","1.935,00","3.156,30","2.299,40","1.266,80","0,31","0,00","7,00","15,00","4,00","26,00","52,00","8,00","0,00","60,00","60,00",4.95,495.0,396.0,"0,00","2,00","1,00","3,00","10,00","26,00","36,00","0,00","34,00","2,00","4,00","2,00","20,00","62,00","0,00","3,00","3,00","10,00","7.627,00","604.391,00","612.018,00","2,00","260,00"
"2.023,00",Ansião,"5.682,00","6.183,00","356,00","362,00","430,00","564,00","610,00","498,00","537,00","577,00","659,00","795,00","830,00","905,00","884,00","881,00","805,00","768,00","631,00","773,00","11.865,00","718,00","994,00","610,00","4.801,00","4.742,00","6,05","8,38","5,14","40,46","39,97","67,40","0,00","33,00","13,00","3,00","0,00","3,00","0,00","144,00","0,00","10,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","219,00","10,00","19,00","601,00","5,00","227,00","287,00","843,00","894,00","0,00","31,00","274,00","32,00","0,00","2.605,00","33,90","39,50","42,80","49,50","83,40","249,10","106,00","86,00","20,00","0,00","6,00","854,00","0,00","0,00","627,00","254,00","104,00","269,00","984,00","114,00","371,00","499,00","520,00","281,00","64,00","217,00","31,00","74,00","231,00","86,00","65,00","41,00","374,00","158,00","226,00","43,00","101,00","4.642,00","1.182,50","1.274,40","1.073,30","1.119,90","1.124,40","1.168,50","1.073,80","1.364,20","1.427,40","2.080,90","0,00","1.182,50","0,09","0,00","4,00","9,00","3,00","16,00","34,00","18,00","4,00","48,00","52,00",3.65,365.0,292.0,"0,00","1,00","0,00","1,00","5,00","8,00","22,00","0,00","14,00","2,00","2,00","0,00","12,00","30,00","0,00","0,00","0,00","4,00","14.956,00","234.768,00","249.724,00","0,00","16,00"
"2.023,00",Arcos de Valdevez,"9.689,00","11.170,00","583,00","640,00","688,00","874,00","982,00","894,00","928,00","999,00","1.235,00","1.310,00","1.300,00","1.292,00","1.546,00","1.739,00","1.703,00","1.580,00","1.195,00","1.371,00","20.859,00","1.223,00","1.562,00","982,00","7.958,00","9.134,00","5,86","7,49","4,71","38,15","43,79","46,60","0,00","10,00","22,00","2,00","0,00","18,00","0,00","218,00","0,00","14,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","34,00","4,00","3,00","543,00","7,00","206,00","480,00","1.125,00","1.881,00","5,00","25,00","522,00","82,00","4,00","4.343,00","47,30","68,70","71,10","85,20","109,90","382,20","722,00","680,00","0,00","0,00","0,00","2.184,00","10,00","0,00","923,00","531,00","44,00","348,00","972,00","162,00","115,00","695,00","112,00","661,00","259,00","402,00","41,00","87,00","294,00","113,00","23,00","85,00","469,00","0,00","309,00","101,00","150,00","7.163,00","1.140,40","819,80","956,80","1.006,30","1.016,00","1.075,60","1.322,80","1.872,90","1.633,70","2.191,70","2.341,20","1.140,40","0,14","16,00","26,00","31,00","4,00","77,00","122,00","72,00","72,00","122,00","194,00",4.64,463.99999999999994,371.2,"0,00","0,00","0,00","0,00","6,00","10,00","16,00","0,00","8,00","2,00","2,00","0,00","14,00","26,00","0,00","0,00","0,00","6,00","80.464,00","648.310,00","728.774,00","1,00","36,00"
